word,freq_count,spell_check_ok,cum_freq_count,SUBTLEX,Google00,Google00cum,Google00pm,ZipfSUBTLEX,ZipfGoogle
Ich,489637,1,930449,36633.29,4506068,15190524,2510.68246,7.56,6.4
Sie,366870,1,566657,22310.21,13823808,35381018,5847.75754,7.35,6.77
das,326943,1,515937,20313.28,45066596,56780837,9384.70928,7.31,6.97
ist,475043,1,507382,19976.46,43154392,43918032,7258.75109,7.3,6.86
du,342560,1,506555,19943.9,1923152,2660677,439.75541,7.3,5.64
nicht,422376,1,443722,17470.06,38334374,39503887,6529.18334,7.24,6.81
die,326305,1,409915,16139.02,170961824,204236386,33756.0911,7.21,7.53
es,261560,1,377458,14861.14,23614920,30887546,5105.07866,7.17,6.71
und,255151,1,367531,14470.29,157099890,160198542,26477.53754,7.16,7.42
der,235950,1,285513,11241.11,200767752,213886850,35351.11512,7.05,7.55
Was,146767,1,280565,11046.3,1944049,8387327,1386.25335,7.04,6.14
wir,166009,1,280268,11034.61,7409855,9602120,1587.03375,7.04,6.2
zu,229130,1,233923,9209.93,59472403,61004779,10082.84037,6.96,7
ein,185794,1,218031,8584.24,28480540,32735558,5410.51719,6.93,6.73
er,121771,1,214680,8452.3,15705428,19619934,3242.7732,6.93,6.51
in,182149,1,204750,8061.34,101411207,113074431,18688.88727,6.91,7.27
mir,158541,1,166463,6553.92,3164242,3303307,545.96898,6.82,5.74
mit,152783,1,163704,6445.29,39910825,42744231,7064.74583,6.81,6.85
Ja,105501,1,151904,5980.71,469720,2529820,418.12743,6.78,5.62
den,145530,1,151866,5979.21,60462545,61319706,10134.89135,6.78,7.01
wie,91198,1,151686,5972.12,17861682,20543632,3395.44156,6.78,6.53
mich,142969,1,144894,5704.71,2989664,3032096,501.14336,6.76,5.7
auf,131482,1,143699,5657.66,39362437,41474746,6854.92596,6.75,6.84
dass,123254,1,141710,5579.35,19137820,19656969,3248.89433,6.75,6.51
eine,118709,1,135672,5341.63,35990222,40329449,6665.63183,6.73,6.82
so,110711,1,134638,5300.92,13323854,16778127,2773.08072,6.72,6.44
aber,67062,1,133649,5261.98,11828005,13994336,2312.97709,6.72,6.36
hier,103938,1,128537,5060.71,5470536,6877823,1136.76326,6.7,6.06
hat,114762,1,122557,4825.27,11020847,11204478,1851.8707,6.68,6.27
sind,109934,1,118064,4648.37,18259704,18507906,3058.97775,6.67,6.49
dich,109070,1,117248,4616.24,457898,568619,93.98107,6.66,4.97
von,109563,1,116691,4594.31,61655024,63352844,10470.92742,6.66,7.02
haben,106711,1,116275,4577.94,8403634,8569719,1416.39901,6.66,6.15
für,106195,1,116214,4575.53,35627357,38491740,6361.89617,6.66,6.8
wenn,65002,1,114924,4524.75,8732991,11670293,1928.86038,6.66,6.29
war,106863,1,112074,4412.54,12937143,13201356,2181.91373,6.64,6.34
an,98024,1,102224,4024.73,23696358,24896746,4114.92214,6.6,6.61
habe,93527,1,95942,3777.39,3047382,3086855,510.1939,6.58,5.71
bin,91315,1,94899,3736.33,963800,1006919,166.42309,6.57,5.22
nur,80748,1,93462,3679.75,14387867,15246464,2519.9282,6.57,6.4
da,67905,1,93417,3677.98,4525592,6665209,1101.62252,6.57,6.04
noch,86716,1,93049,3663.49,10706787,11103441,1835.17136,6.56,6.26
Nein,77019,1,93036,3662.98,305231,480088,79.34871,6.56,4.9
dir,85986,1,92795,3653.49,459808,608818,100.62514,6.56,5
ihr,67939,1,91307,3594.91,3911437,4784696,790.81224,6.56,5.9
hast,68990,1,86857,3419.7,276617,331922,54.85991,6.53,4.74
einen,79612,1,85056,3348.79,12852918,13205390,2182.58047,6.52,6.34
uns,83376,1,84629,3331.98,3850778,3894124,643.61893,6.52,5.81
sich,83233,1,83756,3297.61,42974698,43116211,7126.2265,6.52,6.85
dem,74981,1,76345,3005.83,31436253,31963212,5282.86422,6.48,6.72
kann,67376,1,75197,2960.63,12152677,12304766,2033.72577,6.47,6.31
auch,69295,1,73515,2894.41,29153110,32379659,5351.69438,6.46,6.73
gut,54294,1,72129,2839.84,1793462,2025097,334.70705,6.45,5.52
schon,65985,1,71833,2828.18,4379141,4823385,797.20674,6.45,5.9
sein,68312,1,71378,2810.27,8733171,9458101,1563.23036,6.45,6.19
jetzt,52473,1,71014,2795.94,1610064,1955802,323.25401,6.45,5.51
aus,67378,1,71010,2795.78,18574641,20156473,3331.45211,6.45,6.52
ihn,69593,1,70430,2772.94,3059750,3090567,510.80742,6.44,5.71
als,59151,1,70414,2772.31,35003749,37588850,6212.66695,6.44,6.79
dann,45618,1,69770,2746.96,6526918,7298116,1206.22908,6.44,6.08
mal,56522,1,69033,2717.94,737237,1297049,214.37563,6.43,5.33
bist,57636,1,68413,2693.53,223002,244144,40.352,6.43,4.61
um,61210,1,67396,2653.49,12884690,14267661,2358.15211,6.42,6.37
meine,53007,1,67045,2639.67,1301509,1620352,267.81099,6.42,5.43
wird,62904,1,65198,2566.95,19861062,20186098,3336.34851,6.41,6.52
im,57362,1,63947,2517.7,37062259,42115884,6960.89294,6.4,6.84
doch,55227,1,62378,2455.92,3048996,4219435,697.38618,6.39,5.84
mein,43657,1,61947,2438.95,808551,1132752,187.2207,6.39,5.27
alles,42302,1,58733,2312.41,1816408,2109669,348.68507,6.36,5.54
weiß,50439,1,57465,2262.49,799271,888645,146.87482,6.35,5.17
keine,43065,1,57210,2252.45,4938396,5160503,852.92544,6.35,5.93
oder,45933,1,54279,2137.05,20839656,21249340,3512.08064,6.33,6.55
nach,46626,1,51785,2038.86,16555266,18709773,3092.34223,6.31,6.49
man,40045,1,51684,2034.88,9763892,11287686,1865.62328,6.31,6.27
werden,48978,1,50078,1971.65,27178697,27393596,4527.6003,6.29,6.66
Wo,27397,1,48601,1913.5,310615,2271394,375.4149,6.28,5.57
nichts,41310,1,48598,1913.38,1854958,2046566,338.25544,6.28,5.53
muss,41814,1,48010,1890.23,3399069,3438224,568.268,6.28,5.75
Oh,45987,1,47222,1859.21,43236,68348,11.29652,6.27,4.05
will,44356,1,46072,1813.93,1638021,1735602,286.85946,6.26,5.46
Also,28108,1,45991,1810.74,351304,4917196,812.71178,6.26,5.91
mehr,43481,1,45770,1802.04,6973403,7184635,1187.473,6.26,6.07
etwas,42723,1,45568,1794.09,2684561,2803793,463.40955,6.25,5.67
immer,41439,1,43781,1723.73,5571133,5772525,954.08014,6.24,5.98
Warum,31663,1,43388,1708.26,388931,930526,153.79689,6.23,5.19
bei,37280,1,42966,1691.64,16958958,19971218,3300.83325,6.23,6.52
hab,37273,1,41825,1646.72,171947,194909,32.21447,6.22,4.51
bitte,24480,1,41260,1624.47,214077,395755,65.41019,6.21,4.82
wieder,39978,1,40993,1613.96,4315783,4421364,730.7609,6.21,5.86
Ihnen,26918,1,40392,1590.3,808327,2953056,488.07967,6.2,5.69
los,26971,1,40258,1585.02,280464,373964,61.80859,6.2,4.79
machen,35975,1,38895,1531.36,2290321,2345984,387.7431,6.19,5.59
diese,28967,1,38850,1529.59,9458719,13939472,2303.90919,6.18,6.36
vor,34847,1,38700,1523.68,9853924,10755544,1777.67111,6.18,6.25
können,33390,1,38035,1497.5,8869989,8996804,1486.98741,6.18,6.17
alle,30011,1,37419,1473.25,4505861,5241988,866.39324,6.17,5.94
sagen,33190,1,37044,1458.48,1095687,1150961,190.23028,6.16,5.28
zum,33448,1,36968,1455.49,12522978,13864370,2291.49637,6.16,6.36
sehr,30737,1,36600,1441,4414896,4573053,755.83199,6.16,5.88
gehen,31102,1,36581,1440.25,1145358,1231657,203.56767,6.16,5.31
denn,32609,1,36374,1432.1,2568171,3760208,621.48536,6.16,5.79
geht,30722,1,35289,1389.39,2466339,2536409,419.21645,6.14,5.62
sehen,31077,1,35254,1388.01,1443482,1536397,253.93495,6.14,5.4
tun,33788,1,35220,1386.67,1102686,1210643,200.09449,6.14,5.3
Mann,34533,1,35030,1379.19,1239776,1270090,209.91986,6.14,5.32
euch,28691,1,34507,1358.6,225038,307097,50.75684,6.13,4.71
Wer,22770,1,34407,1354.66,783080,1345963,222.46011,6.13,5.35
ihm,33830,1,34310,1350.84,3781578,3878750,641.07792,6.13,5.81
einem,33790,1,34155,1344.74,12414249,12470141,2061.05887,6.13,6.31
wirklich,26631,1,33877,1333.79,878937,899960,148.74495,6.13,5.17
werde,32760,1,33616,1323.52,973836,983324,162.52332,6.12,5.21
einer,31224,1,33429,1316.15,22239827,22419576,3705.49668,6.12,6.57
deine,26021,1,32947,1297.18,161702,231210,38.21428,6.11,4.58
Danke,26062,1,32542,1281.23,29482,111414,18.41445,6.11,4.27
über,29926,1,31806,1252.25,13777397,14673263,2425.18981,6.1,6.38
Komm,22810,1,31491,1239.85,36068,64698,10.69325,6.09,4.03
Vielleicht,16805,1,31414,1236.82,318965,1289218,213.08133,6.09,5.33
einfach,28915,1,30201,1189.06,1135742,1160044,191.73151,6.08,5.28
soll,25560,1,29967,1179.85,2974363,3158421,522.0223,6.07,5.72
müssen,29116,1,29613,1165.91,3073823,3094931,511.5287,6.07,5.71
weg,16656,1,29351,1155.6,240797,1584791,261.93349,6.06,5.42
nie,28227,1,29309,1153.94,995623,1044504,172.63512,6.06,5.24
wissen,24499,1,29138,1147.21,831330,1975091,326.44209,6.06,5.51
kein,22907,1,29076,1144.77,2115198,2305702,381.08531,6.06,5.58
gibt,26663,1,29062,1144.22,3566908,3695631,610.8121,6.06,5.79
des,28286,1,28843,1135.6,55984701,56245845,9296.28606,6.06,6.97
Hey,26567,0,28471,1120.95,10978,13249,2.18979,6.05,3.34
tut,17501,1,28182,1109.57,250216,264680,43.74618,6.05,4.64
Leben,21498,1,27693,1090.32,2374273,2926826,483.74439,6.04,5.68
willst,19251,1,27411,1079.22,69043,84668,13.99389,6.03,4.15
Okay,17417,1,27329,1075.99,13270,26850,4.43776,6.03,3.65
viel,24372,1,27309,1075.2,1862719,1937123,320.16675,6.03,5.51
würde,25985,1,27279,1074.02,2100838,2296056,379.49103,6.03,5.58
Zeit,26937,1,27207,1071.18,4668850,4733142,782.29142,6.03,5.89
weil,17549,1,27200,1070.91,3298557,3593043,593.85641,6.03,5.77
dein,19661,1,26636,1048.7,136645,205209,33.91684,6.02,4.53
am,22978,1,26188,1031.06,8039814,9438388,1559.9722,6.01,6.19
weißt,14150,1,25698,1011.77,53865,73631,12.1697,6.01,4.09
hatte,24885,1,25598,1007.83,5577532,5637464,931.75732,6,5.97
dieser,19662,1,25517,1004.65,9124648,10485476,1733.0344,6,6.24
Nun,16429,1,25256,994.37,487032,3175776,524.89072,6,5.72
kommt,19609,1,25025,985.28,2100476,2155047,356.18513,5.99,5.55
Ok,10994,0,24855,978.58,4922,86789,14.34444,5.99,4.16
kommen,19603,1,24642,970.2,1581589,1629524,269.32694,5.99,5.43
kannst,20003,1,24630,969.72,131871,149122,24.64681,5.99,4.39
heute,19929,1,24453,962.75,2099096,2357105,389.58117,5.98,5.59
zurück,22582,1,24428,961.77,1230879,1274380,210.62891,5.98,5.32
damit,21036,1,24225,953.78,4605740,5901472,975.39244,5.98,5.99
ganz,18536,1,24041,946.53,2612906,2820194,466.1203,5.98,5.67
ihre,14438,1,23614,929.72,6158716,7294903,1205.69804,5.97,6.08
gesagt,23480,1,23505,925.43,648214,651469,107.67448,5.97,5.03
macht,17365,1,23166,912.08,1327518,2359635,389.99933,5.96,5.59
wurde,22518,1,23144,911.22,9131603,9178852,1517.07622,5.96,6.18
Leid,11689,1,23004,905.7,95006,126388,20.88935,5.96,4.32
bis,16859,1,22875,900.63,6475659,6851477,1132.4088,5.95,6.05
wollen,18985,1,22551,887.87,1258157,1354430,223.85954,5.95,5.35
wäre,21160,1,22382,881.22,2068328,2133730,352.66186,5.95,5.55
wollte,21926,1,22333,879.29,1071107,1094377,180.8781,5.94,5.26
sicher,18773,1,22062,868.62,663439,734347,121.37252,5.94,5.08
Frau,21600,1,21776,857.36,1710321,1728818,285.7382,5.93,5.46
lch,20888,0,21034,828.14,110732,111942,18.50172,5.92,4.27
Lass,12934,1,20880,822.08,24774,50422,8.33372,5.91,3.92
Gott,20696,1,20868,821.61,1146987,1157081,191.24179,5.91,5.28
meinen,19665,1,20849,820.86,640936,670549,110.82801,5.91,5.04
lassen,16592,1,20701,815.03,2763737,2856921,472.19052,5.91,5.67
Na,19032,0,20406,803.42,103137,231142,38.20304,5.9,4.58
Leute,20021,1,20171,794.17,507932,511543,84.54758,5.9,4.93
genau,12096,1,19788,779.09,998172,1124698,185.88954,5.89,5.27
seine,16602,1,19605,771.88,5417274,5986134,989.38533,5.89,6
zur,17867,1,19037,749.52,15735967,17391452,2874.45078,5.87,6.46
zwei,15029,1,18845,741.96,3323807,3669154,606.436,5.87,5.78
hätte,17678,1,18708,736.56,1335497,1380923,228.23829,5.87,5.36
Hallo,17491,1,18585,731.72,29891,34250,5.66082,5.86,3.75
könnte,16799,1,18421,725.26,1722748,1744506,288.33111,5.86,5.46
Mr,18116,1,18210,716.96,61110,91558,15.13266,5.86,4.18
waren,17096,1,18063,711.17,4711295,4962675,820.22852,5.85,5.91
klar,13495,1,17551,691.01,777885,810606,133.97657,5.84,5.13
ab,16283,1,17476,688.06,2687602,2928444,484.01181,5.84,5.68
gerade,16406,1,17274,680.11,1799069,2201048,363.78815,5.83,5.56
glaube,16370,1,16826,662.47,248006,435477,71.97543,5.82,4.86
Vater,16542,1,16631,654.79,822746,828573,136.94614,5.82,5.14
gesehen,16535,1,16586,653.02,825145,827420,136.75558,5.81,5.14
sollte,15548,1,16580,652.78,2856899,2979653,492.47561,5.81,5.69
durch,15113,1,16527,650.69,16956036,18153104,3000.33625,5.81,6.48
Tag,16315,1,16505,649.83,1017642,1034421,170.9686,5.81,5.23
Morgen,8559,1,16502,649.71,206077,339495,56.11157,5.81,4.75
raus,14009,1,16416,646.32,59537,65547,10.83358,5.81,4.03
dieses,12894,1,16404,645.85,3574898,4592450,759.03791,5.81,5.88
Geld,16264,1,16324,642.7,684592,690263,114.08633,5.81,5.06
gemacht,16191,1,16219,638.57,1249714,1250521,206.68551,5.81,5.32
schön,11748,1,16050,631.91,224978,259166,42.83483,5.8,4.63
liebe,9206,1,16024,630.89,90275,781384,129.14677,5.8,5.11
Sir,15562,1,15974,628.92,52455,54810,9.05897,5.8,3.96
musst,13698,1,15848,623.96,54485,56089,9.27036,5.8,3.97
keinen,15269,1,15823,622.98,1208120,1217584,201.24169,5.79,5.3
reden,14391,1,15818,622.78,239277,409877,67.74427,5.79,4.83
sagte,15350,1,15797,621.95,798624,801429,132.4598,5.79,5.12
lhr,14189,0,15753,620.22,28796,29007,4.79426,5.79,3.68
diesen,14984,1,15684,617.5,3202733,3372671,557.43343,5.79,5.75
wohl,14828,1,15682,617.43,1403923,1534258,253.58142,5.79,5.4
jemand,12351,1,15664,616.72,341162,370929,61.30697,5.79,4.79
unsere,12727,1,15609,614.55,996422,1194502,197.42671,5.79,5.3
ob,13780,1,15455,608.49,3004916,3409124,563.45837,5.78,5.75
wirst,14216,1,15355,604.55,85261,88495,14.62641,5.78,4.17
Mach,8773,1,15281,601.64,30789,62314,10.29923,5.78,4.01
paar,13980,1,15038,592.07,361528,449105,74.22786,5.77,4.87
passiert,14912,1,15027,591.64,156319,157760,26.0745,5.77,4.42
Hör,10987,1,14960,589,14151,23690,3.91547,5.77,3.59
besser,13968,1,14955,588.8,920751,952589,157.44345,5.77,5.2
anderen,14310,1,14785,582.11,5530213,5738595,948.47221,5.77,5.98
dachte,14298,1,14753,580.85,225712,227789,37.64886,5.76,4.58
selbst,12629,1,14583,574.16,5098502,5715530,944.66003,5.76,5.98
gehört,14151,1,14486,570.34,877795,885135,146.29468,5.76,5.17
Mutter,14405,1,14451,568.96,991031,997442,164.85673,5.76,5.22
möchte,14217,1,14381,566.2,786621,799782,132.18758,5.75,5.12
Wieso,11285,1,14327,564.08,36672,71660,11.84393,5.75,4.07
ohne,11375,1,14289,562.58,4138991,4473006,739.29627,5.75,5.87
her,13720,1,14137,556.6,722187,755694,124.90074,5.75,5.1
Sag,8915,1,14108,555.45,19895,54972,9.08575,5.74,3.96
meiner,13594,1,14032,552.46,832106,866639,143.23767,5.74,5.16
richtig,10826,1,13878,546.4,577642,620597,102.57197,5.74,5.01
Ordnung,13675,1,13740,540.97,865398,870002,143.79351,5.73,5.16
lange,13080,1,13608,535.77,1121174,1242971,205.43765,5.73,5.31
helfen,12847,1,13503,531.64,372754,386186,63.82864,5.73,4.81
dort,11227,1,13487,531.01,1683692,2038085,336.8537,5.73,5.53
geben,11024,1,13447,529.43,1354731,1440801,238.13489,5.72,5.38
Geh,8075,1,13425,528.56,17723,42499,7.02421,5.72,3.85
sieht,10322,1,13416,528.21,975996,1005558,166.19814,5.72,5.22
meinem,13140,1,13299,523.6,481861,489005,80.82251,5.72,4.91
diesem,13192,1,13296,523.49,5228899,5314945,878.45154,5.72,5.94
sei,8443,1,13207,519.98,3623405,3675127,607.42321,5.72,5.78
finden,12513,1,13152,517.82,1807337,1840485,304.19447,5.71,5.48
sagt,11986,1,13080,514.98,663599,673303,111.28319,5.71,5.05
gar,12016,1,13071,514.63,1498285,1510273,249.61719,5.71,5.4
weiter,11712,1,13034,513.17,1742691,1855603,306.69317,5.71,5.49
gleich,11641,1,12916,508.52,954409,1014288,167.64103,5.71,5.22
gute,6958,1,12667,498.72,627908,762825,126.07935,5.7,5.1
vom,11806,1,12635,497.46,7296420,7691361,1271.22443,5.7,6.1
denke,12245,1,12528,493.25,219724,226512,37.43779,5.69,4.57
Nacht,12177,1,12482,491.44,358890,367297,60.70667,5.69,4.78
Ach,12242,1,12390,487.81,77244,102398,16.92429,5.69,4.23
Warte,7540,1,12386,487.66,21536,40159,6.63746,5.69,3.82
deinen,11319,1,12318,484.98,78361,101997,16.85801,5.69,4.23
ins,11880,1,12276,483.33,1663898,1692865,279.79591,5.68,5.45
Natürlich,7279,1,12114,476.95,269792,1167156,192.90698,5.68,5.29
Welt,11980,1,12066,475.06,2604335,2627802,434.32184,5.68,5.64
davon,11161,1,12061,474.86,1727485,1820698,300.92408,5.68,5.48
hören,8641,1,12012,472.93,264040,324147,53.57486,5.67,4.73
hin,11850,1,12007,472.74,1426000,1466688,242.41348,5.67,5.38
Mädchen,11885,1,11975,471.48,531175,533620,88.19646,5.67,4.95
seit,8574,1,11886,467.97,2234913,2701386,446.48377,5.67,5.65
viele,10446,1,11865,467.14,1866728,2274407,375.91289,5.67,5.58
sollten,11169,1,11847,466.44,1597924,1650468,272.78855,5.67,5.44
dafür,9543,1,11774,463.56,1561340,1748801,289.04098,5.67,5.46
machst,10910,1,11752,462.7,27765,29130,4.81459,5.67,3.68
Recht,7552,1,11677,459.74,1626875,2305517,381.05473,5.66,5.58
sollen,10215,1,11656,458.92,1434234,1488929,246.08946,5.66,5.39
zusammen,11159,1,11564,455.29,1267145,1331445,220.06059,5.66,5.34
schnell,8885,1,11518,453.48,727318,772423,127.6657,5.66,5.11
wegen,9498,1,11451,450.84,1234381,1438988,237.83524,5.65,5.38
Hause,11174,1,11443,450.53,439099,442746,73.17684,5.65,4.86
Menschen,11346,1,11425,449.82,4310378,4321380,714.2356,5.65,5.85
bleiben,9767,1,11153,439.11,990090,1016153,167.94928,5.64,5.23
essen,5651,1,11134,438.36,126926,402046,66.44997,5.64,4.82
unser,8409,1,11023,433.99,557206,701323,115.91433,5.64,5.06
ganze,10063,1,10975,432.1,801898,953642,157.61749,5.64,5.2
habt,8280,1,10928,430.25,64052,73989,12.22887,5.63,4.09
Angst,10769,1,10908,429.47,599506,605617,100.09608,5.63,5
Freund,10848,1,10890,428.76,311683,315775,52.19114,5.63,4.72
tot,10264,1,10812,425.69,103943,108548,17.94076,5.63,4.25
Scheiße,8477,1,10691,420.92,11323,13025,2.15277,5.62,3.33
andere,10007,1,10658,419.62,3266923,3575938,591.0293,5.62,5.77
unter,9616,1,10639,418.87,6606928,7471572,1234.89781,5.62,6.09
drei,8501,1,10601,417.38,2351913,2550089,421.47748,5.62,5.62
bringen,9172,1,10407,409.74,834140,845782,139.79044,5.61,5.15
rein,9883,1,10396,409.31,452307,477609,78.93898,5.61,4.9
Haus,10265,1,10323,406.43,680636,688943,113.86817,5.61,5.06
nehmen,7976,1,10260,403.95,1001941,1101651,182.08034,5.61,5.26
geht's,9250,1,10218,402.3,21458,22355,3.69482,5.6,3.57
eines,8815,1,10181,400.84,8858108,8977108,1483.73207,5.6,6.17
seid,7997,1,10040,395.29,51231,62455,10.32253,5.6,4.01
genug,9191,1,10031,394.94,444048,449151,74.23546,5.6,4.87
brauchen,9680,1,10029,394.86,263561,271501,44.87355,5.6,4.65
getan,9974,1,9987,393.2,232238,232669,38.45542,5.59,4.58
dabei,9188,1,9933,391.08,2725233,4408555,728.64384,5.59,5.86
Moment,9769,1,9905,389.98,433302,459934,76.01767,5.59,4.88
Verdammt,5936,1,9899,389.74,5749,32582,5.38514,5.59,3.73
stimmt,6082,1,9786,385.29,144226,162635,26.88023,5.59,4.43
Kinder,9621,1,9686,381.35,1928934,1939996,320.6416,5.58,5.51
Arbeit,9601,1,9679,381.08,2945402,2959634,489.16688,5.58,5.69
heißt,8194,1,9643,379.66,1212016,1218776,201.43871,5.58,5.3
Problem,9546,1,9614,378.52,1298756,1355076,223.96631,5.58,5.35
erst,8033,1,9588,377.5,2337165,2917941,482.27588,5.58,5.68
Guten,6122,1,9581,377.22,115641,612517,101.23651,5.58,5.01
gegen,8966,1,9562,376.47,3946755,4156741,687.02414,5.58,5.84
Herr,9504,1,9532,375.29,627896,638052,105.45693,5.57,5.02
Jack,9388,1,9482,373.32,35120,36325,6.00378,5.57,3.78
ihren,6685,1,9427,371.16,3082501,3366778,556.45944,5.57,5.75
sofort,7834,1,9422,370.96,507135,534733,88.38041,5.57,4.95
glauben,7551,1,9416,370.72,269941,612669,101.26164,5.57,5.01
darf,5812,1,9412,370.57,929482,953987,157.67451,5.57,5.2
Abend,8803,1,9398,370.01,247098,262267,43.34736,5.57,4.64
hatten,8792,1,9243,363.91,1946182,1966992,325.10349,5.56,5.51
niemand,4866,1,9192,361.9,288151,387500,64.04581,5.56,4.81
fertig,8031,1,9192,361.9,164784,179005,29.58586,5.56,4.47
warten,6979,1,9180,361.43,156584,188502,31.15552,5.56,4.49
Halt,6655,1,9129,359.42,64121,180645,29.85692,5.56,4.48
jeder,5623,1,9117,358.95,1391038,1704876,281.78108,5.56,5.45
sonst,6720,1,9117,358.95,549752,602738,99.62025,5.56,5
steht,8478,1,9076,357.34,1908727,1935239,319.85537,5.55,5.5
einmal,8247,1,8990,353.95,2117047,2210551,365.3588,5.55,5.56
bevor,7642,1,8963,352.89,398107,532959,88.08721,5.55,4.94
Junge,7669,1,8934,351.75,150470,514719,85.07251,5.55,4.93
eigentlich,6574,1,8926,351.43,805551,875239,144.65908,5.55,5.16
brauche,8804,1,8908,350.72,71865,73261,12.10854,5.55,4.08
Jahre,8780,1,8903,350.53,3585423,3592870,593.82782,5.54,5.77
fragen,5123,1,8891,350.05,319779,1818217,300.51403,5.54,5.48
Bruder,8760,1,8801,346.51,237025,238609,39.43718,5.54,4.6
Sache,8712,1,8771,345.33,630844,634225,104.8244,5.54,5.02
beim,7623,1,8743,344.23,2423762,2826205,467.1138,5.54,5.67
mag,8447,1,8732,343.79,553816,594510,98.26033,5.54,4.99
Sohn,8626,1,8680,341.75,443416,445325,73.6031,5.53,4.87
siehst,5297,1,8530,335.84,31277,39990,6.60953,5.53,3.82
konnte,8364,1,8521,335.49,2484790,2502024,413.53332,5.53,5.62
warst,7614,1,8455,332.89,26493,29091,4.80815,5.52,3.68
halten,6993,1,8454,332.85,737712,784217,129.61501,5.52,5.11
sprechen,7854,1,8440,332.3,755445,868277,143.5084,5.52,5.16
Gib,6499,1,8418,331.43,13383,26894,4.44503,5.52,3.65
daran,7681,1,8305,326.98,908487,978756,161.76832,5.51,5.21
Baby,8075,1,8246,324.66,50344,54524,9.0117,5.51,3.95
sterben,7619,1,8223,323.75,106514,176576,29.1844,5.51,4.47
darüber,7528,1,8208,323.16,1260545,1753730,289.85565,5.51,5.46
Hilfe,8127,1,8202,322.93,1161601,1167298,192.93045,5.51,5.29
Wann,4722,1,8193,322.57,97666,326274,53.92641,5.51,4.73
kam,7983,1,8191,322.49,1347965,1363256,225.31829,5.51,5.35
Kopf,8137,1,8174,321.82,583717,587101,97.03577,5.51,4.99
Familie,8086,1,8138,320.41,1164005,1168313,193.09821,5.51,5.29
deiner,7520,1,8108,319.23,73026,95006,15.70255,5.5,4.2
gefunden,8012,1,8096,318.75,502838,505368,83.52698,5.5,4.92
deinem,7513,1,8093,318.63,62544,79621,13.15972,5.5,4.12
kennen,6891,1,8079,318.08,470372,487889,80.63806,5.5,4.91
wusste,7087,1,8059,317.3,201667,203308,33.60265,5.5,4.53
He,7404,1,8005,315.17,86387,361894,59.81367,5.5,4.78
Sieh,6139,1,7996,314.82,11808,30116,4.97756,5.5,3.7
vergessen,7164,1,7948,312.93,279769,337941,55.85473,5.5,4.75
dazu,7128,1,7940,312.61,2866404,3568087,589.73169,5.5,5.77
könnten,6697,1,7933,312.34,731921,741152,122.49724,5.49,5.09
später,7096,1,7925,312.02,1559025,1686970,278.82159,5.49,5.45
seinen,7718,1,7893,310.76,2748393,2787499,460.71649,5.49,5.66
lhre,7515,0,7891,310.68,42776,42867,7.08504,5.49,3.85
Kind,7720,1,7796,306.94,964440,1009352,166.82521,5.49,5.22
Jahren,7735,1,7790,306.7,2948387,2952186,487.93587,5.49,5.69
egal,5697,1,7784,306.47,105973,129729,21.44155,5.49,4.33
allein,7287,1,7760,305.52,1306371,1455563,240.57475,5.49,5.38
Minuten,7661,1,7744,304.89,305657,306567,50.66925,5.48,4.7
töten,7277,1,7713,303.67,49274,63263,10.45608,5.48,4.02
Stadt,7630,1,7709,303.52,1305031,1315648,217.44967,5.48,5.34
Ende,7431,1,7665,301.78,2139407,2156416,356.41139,5.48,5.55
beide,6970,1,7662,301.67,872100,1244862,205.75019,5.48,5.31
bisschen,6586,1,7658,301.51,114980,115869,19.15077,5.48,4.28
denken,6265,1,7603,299.34,463319,1190117,196.70196,5.48,5.29
toll,5940,1,7593,298.95,26881,32217,5.32481,5.48,3.73
gern,6709,1,7575,298.24,250923,260334,43.02788,5.47,4.63
verstehe,6468,1,7565,297.85,67091,69439,11.47684,5.47,4.06
würden,6302,1,7538,296.78,931782,964509,159.41358,5.47,5.2
Dank,7036,1,7499,295.25,202789,301891,49.8964,5.47,4.7
Dinge,7403,1,7493,295.01,649764,652049,107.77034,5.47,5.03
Frage,5513,1,7488,294.81,3343147,3407257,563.14979,5.47,5.75
jeden,6704,1,7476,294.34,740051,767335,126.82476,5.47,5.1
wahr,7396,1,7436,292.77,278871,292311,48.31302,5.47,4.68
gab,7121,1,7422,292.22,1402114,1424615,235.45968,5.47,5.37
Namen,7397,1,7420,292.14,953438,958700,158.45347,5.47,5.2
lieber,6138,1,7345,289.18,222083,276266,45.66111,5.46,4.66
all,5892,1,7327,288.48,780937,959616,158.60487,5.46,5.2
Hi,6858,1,7322,288.28,9939,40903,6.76043,5.46,3.83
letzte,6069,1,7315,288,442327,471884,77.99276,5.46,4.89
bekommen,7231,1,7282,286.7,469767,471622,77.94946,5.46,4.89
runter,5759,1,7261,285.88,23406,24354,4.02522,5.46,3.6
Männer,7226,1,7257,285.72,752627,755338,124.8419,5.46,5.1
kleine,5629,1,7199,283.44,624775,729773,120.61653,5.45,5.08
eins,4665,1,7164,282.06,154731,205189,33.91354,5.45,4.53
komme,6776,1,7100,279.54,147586,150234,24.8306,5.45,4.39
Augen,7055,1,7093,279.26,769790,773150,127.78586,5.45,5.11
sehe,6729,1,7082,278.83,191984,195582,32.3257,5.45,4.51
Freunde,7033,1,7065,278.16,286217,288196,47.6329,5.44,4.68
