word,freq_count,spell_check_ok,cum_freq_count,SUBTLEX,Google00,Google00cum,Google00pm,ZipfSUBTLEX,ZipfGoogle
Michot,1,0,1,0.04,52,52,0.00859,1.9,0.94
Seidentapete,1,1,1,0.04,52,52,0.00859,1.9,0.94
Liebestanz,1,1,1,0.04,52,52,0.00859,1.9,0.94
Leichenbestatters,1,0,1,0.04,52,52,0.00859,1.9,0.94
Nichtproduktion,1,1,1,0.04,52,52,0.00859,1.9,0.94
Schlafbereiche,1,1,1,0.04,52,52,0.00859,1.9,0.94
Hinweiszettel,1,1,1,0.04,52,52,0.00859,1.9,0.94
halbdokumentarischen,1,1,1,0.04,52,52,0.00859,1.9,0.94
Zentralmagazin,1,1,1,0.04,52,52,0.00859,1.9,0.94
Nissenhütte,1,0,1,0.04,52,52,0.00859,1.9,0.94
dahinrasen,1,1,1,0.04,31,52,0.00859,1.9,0.94
Grillenzirpen,1,1,1,0.04,52,52,0.00859,1.9,0.94
gewiehert,1,1,1,0.04,52,52,0.00859,1.9,0.94
Sicherheitsring,1,0,1,0.04,51,51,0.00843,1.9,0.93
Kannibalin,1,0,1,0.04,51,51,0.00843,1.9,0.93
dazukäme,1,1,1,0.04,51,51,0.00843,1.9,0.93
Moronis,1,0,1,0.04,51,51,0.00843,1.9,0.93
Blumengestecken,1,0,1,0.04,51,51,0.00843,1.9,0.93
hinabgerissen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Pediatrie,1,0,1,0.04,29,51,0.00843,1.9,0.93
vetraut,1,0,1,0.04,51,51,0.00843,1.9,0.93
Melhuish,1,0,1,0.04,51,51,0.00843,1.9,0.93
Taros,1,0,1,0.04,41,51,0.00843,1.9,0.93
Torbert,1,1,1,0.04,51,51,0.00843,1.9,0.93
spaltige,1,0,1,0.04,51,51,0.00843,1.9,0.93
Lastenaufzügen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Eifersuchtsgeschichte,1,0,1,0.04,51,51,0.00843,1.9,0.93
Kraftelemente,1,1,1,0.04,51,51,0.00843,1.9,0.93
Zwölffach,1,1,1,0.04,0,51,0.00843,1.9,0.93
Turnierpferd,1,1,1,0.04,51,51,0.00843,1.9,0.93
Allergröbste,1,1,1,0.04,5,51,0.00843,1.9,0.93
Parins,1,0,1,0.04,51,51,0.00843,1.9,0.93
Sanitätstruppen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Mentalisieren,1,0,1,0.04,0,51,0.00843,1.9,0.93
Pflanzenwurzel,1,1,1,0.04,51,51,0.00843,1.9,0.93
funktionsfä,1,0,1,0.04,0,51,0.00843,1.9,0.93
Polykarbonat,1,0,1,0.04,51,51,0.00843,1.9,0.93
Familientheater,1,1,1,0.04,51,51,0.00843,1.9,0.93
Cheam,1,0,1,0.04,25,51,0.00843,1.9,0.93
Amateurinnen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Teenagerjahren,1,1,1,0.04,51,51,0.00843,1.9,0.93
CHlNA,1,0,1,0.04,51,51,0.00843,1.9,0.93
loong,1,0,1,0.04,0,51,0.00843,1.9,0.93
Küstenwachen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Amerikana,1,0,1,0.04,51,51,0.00843,1.9,0.93
Eigenbrötlern,1,1,1,0.04,51,51,0.00843,1.9,0.93
Lichtspiegelungen,1,1,1,0.04,51,51,0.00843,1.9,0.93
trichtert,1,0,1,0.04,51,51,0.00843,1.9,0.93
Kaviars,1,1,1,0.04,51,51,0.00843,1.9,0.93
Papierball,1,1,1,0.04,51,51,0.00843,1.9,0.93
hinauswagte,1,1,1,0.04,51,51,0.00843,1.9,0.93
Herumtreibern,1,1,1,0.04,51,51,0.00843,1.9,0.93
einJahr,1,1,1,0.04,51,51,0.00843,1.9,0.93
Nebenschäden,1,1,1,0.04,51,51,0.00843,1.9,0.93
Mondenlicht,1,1,1,0.04,51,51,0.00843,1.9,0.93
hypersonic,1,0,1,0.04,0,51,0.00843,1.9,0.93
Lesestube,1,1,1,0.04,51,51,0.00843,1.9,0.93
rötesten,1,0,1,0.04,51,51,0.00843,1.9,0.93
Mindestnote,1,0,1,0.04,51,51,0.00843,1.9,0.93
dablieben,1,0,1,0.04,51,51,0.00843,1.9,0.93
abertrotz,1,1,1,0.04,30,51,0.00843,1.9,0.93
Schlafzimmerspiegel,1,1,1,0.04,51,51,0.00843,1.9,0.93
Öku,1,0,1,0.04,23,51,0.00843,1.9,0.93
Glenwood,1,0,1,0.04,51,51,0.00843,1.9,0.93
Frontfenster,1,1,1,0.04,51,51,0.00843,1.9,0.93
mitgeboten,1,1,1,0.04,51,51,0.00843,1.9,0.93
fernsehsüchtig,1,0,1,0.04,51,51,0.00843,1.9,0.93
BelgischKongo,1,1,1,0.04,51,51,0.00843,1.9,0.93
Köfte,1,0,1,0.04,51,51,0.00843,1.9,0.93
USSenat,1,0,1,0.04,51,51,0.00843,1.9,0.93
Flugzeugpropeller,1,1,1,0.04,51,51,0.00843,1.9,0.93
Soire,1,0,1,0.04,26,51,0.00843,1.9,0.93
loswerfen,1,1,1,0.04,23,51,0.00843,1.9,0.93
Sittenstrolche,1,1,1,0.04,51,51,0.00843,1.9,0.93
hehen,1,0,1,0.04,35,51,0.00843,1.9,0.93
Rauchwand,1,1,1,0.04,51,51,0.00843,1.9,0.93
Ärzteliste,1,1,1,0.04,51,51,0.00843,1.9,0.93
Klines,1,0,1,0.04,51,51,0.00843,1.9,0.93
verstörendsten,1,0,1,0.04,51,51,0.00843,1.9,0.93
Lederkissen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Federkielen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Soldatenmütze,1,1,1,0.04,51,51,0.00843,1.9,0.93
Drehtechnik,1,1,1,0.04,51,51,0.00843,1.9,0.93
Augenrand,1,1,1,0.04,51,51,0.00843,1.9,0.93
Rivalta,1,0,1,0.04,51,51,0.00843,1.9,0.93
Hintergrundszene,1,1,1,0.04,51,51,0.00843,1.9,0.93
Ausfallstrassen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Bundesbestimmungen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Gelaufe,1,1,1,0.04,51,51,0.00843,1.9,0.93
Gewehrmündung,1,1,1,0.04,51,51,0.00843,1.9,0.93
herumzuschreien,1,0,1,0.04,51,51,0.00843,1.9,0.93
abee,1,0,1,0.04,16,51,0.00843,1.9,0.93
Kleinbrauereien,1,1,1,0.04,51,51,0.00843,1.9,0.93
Bildgeschwindigkeit,1,1,1,0.04,51,51,0.00843,1.9,0.93
Jinsai,1,0,1,0.04,51,51,0.00843,1.9,0.93
Fehlprodukt,1,1,1,0.04,51,51,0.00843,1.9,0.93
Massenangriff,1,1,1,0.04,51,51,0.00843,1.9,0.93
Maddens,1,0,1,0.04,51,51,0.00843,1.9,0.93
Pary,1,0,1,0.04,38,51,0.00843,1.9,0.93
gekauten,1,1,1,0.04,51,51,0.00843,1.9,0.93
Steuereinzieher,1,0,1,0.04,51,51,0.00843,1.9,0.93
Gesichtscremes,1,1,1,0.04,51,51,0.00843,1.9,0.93
herunterzuspringen,1,1,1,0.04,51,51,0.00843,1.9,0.93
hochtrieben,1,1,1,0.04,51,51,0.00843,1.9,0.93
Krakatoa,1,0,1,0.04,51,51,0.00843,1.9,0.93
Streichmusik,1,1,1,0.04,51,51,0.00843,1.9,0.93
Verdamnis,1,0,1,0.04,37,51,0.00843,1.9,0.93
Martyrion,1,0,1,0.04,30,51,0.00843,1.9,0.93
Scheidungsverhandlungen,1,0,1,0.04,51,51,0.00843,1.9,0.93
Scharpie,1,0,1,0.04,51,51,0.00843,1.9,0.93
herausspritzt,1,1,1,0.04,51,51,0.00843,1.9,0.93
totgestellt,1,1,1,0.04,51,51,0.00843,1.9,0.93
Bartkowiak,1,0,1,0.04,51,51,0.00843,1.9,0.93
mutterloses,1,1,1,0.04,51,51,0.00843,1.9,0.93
herumstehe,1,1,1,0.04,51,51,0.00843,1.9,0.93
Rusell,1,0,1,0.04,51,51,0.00843,1.9,0.93
Zitronenbäumchen,1,1,1,0.04,51,51,0.00843,1.9,0.93
rückgratlosen,1,0,1,0.04,51,51,0.00843,1.9,0.93
Geheimdienstzentralen,1,1,1,0.04,51,51,0.00843,1.9,0.93
lostritt,1,1,1,0.04,51,51,0.00843,1.9,0.93
Plattencovers,1,1,1,0.04,51,51,0.00843,1.9,0.93
ihrn,1,0,1,0.04,48,51,0.00843,1.9,0.93
Schnupperangebot,1,0,1,0.04,51,51,0.00843,1.9,0.93
gehoere,1,0,1,0.04,51,51,0.00843,1.9,0.93
einschla,1,0,1,0.04,41,51,0.00843,1.9,0.93
schlupfen,1,0,1,0.04,32,51,0.00843,1.9,0.93
bimmelnd,1,1,1,0.04,51,51,0.00843,1.9,0.93
Geklirre,1,0,1,0.04,51,51,0.00843,1.9,0.93
Mirim,1,0,1,0.04,40,51,0.00843,1.9,0.93
anpinnen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Nuristani,1,0,1,0.04,51,51,0.00843,1.9,0.93
tätlichem,1,1,1,0.04,51,51,0.00843,1.9,0.93
Tempoveränderungen,1,1,1,0.04,51,51,0.00843,1.9,0.93
fossilierte,1,0,1,0.04,51,51,0.00843,1.9,0.93
Wahlkampfkundgebung,1,1,1,0.04,51,51,0.00843,1.9,0.93
Ventilfedern,1,1,1,0.04,51,51,0.00843,1.9,0.93
herrschest,1,1,1,0.04,51,51,0.00843,1.9,0.93
Massenunfälle,1,1,1,0.04,51,51,0.00843,1.9,0.93
Wettens,1,0,1,0.04,51,51,0.00843,1.9,0.93
Sindlingen,1,0,1,0.04,51,51,0.00843,1.9,0.93
eingeschla,1,0,1,0.04,51,51,0.00843,1.9,0.93
Christis,1,0,1,0.04,51,51,0.00843,1.9,0.93
zugefrorener,1,1,1,0.04,51,51,0.00843,1.9,0.93
vonnoten,1,0,1,0.04,51,51,0.00843,1.9,0.93
Haarefärben,1,1,1,0.04,51,51,0.00843,1.9,0.93
Schäferstunde,1,1,1,0.04,51,51,0.00843,1.9,0.93
tauglichkeits,1,0,1,0.04,0,51,0.00843,1.9,0.93
Restaurantbesitzers,1,1,1,0.04,51,51,0.00843,1.9,0.93
Beauforts,1,0,1,0.04,51,51,0.00843,1.9,0.93
hochkocht,1,1,1,0.04,51,51,0.00843,1.9,0.93
arbeitetest,1,1,1,0.04,51,51,0.00843,1.9,0.93
afroamerikanisches,1,1,1,0.04,51,51,0.00843,1.9,0.93
entlanggehe,1,1,1,0.04,51,51,0.00843,1.9,0.93
Salahaddin,1,0,1,0.04,51,51,0.00843,1.9,0.93
Mitteldeck,1,1,1,0.04,51,51,0.00843,1.9,0.93
zurückehren,1,1,1,0.04,51,51,0.00843,1.9,0.93
träglichen,1,0,1,0.04,51,51,0.00843,1.9,0.93
provinzgericht,1,0,1,0.04,0,51,0.00843,1.9,0.93
masturbiere,1,1,1,0.04,51,51,0.00843,1.9,0.93
strample,1,1,1,0.04,51,51,0.00843,1.9,0.93
Motorenschlosser,1,1,1,0.04,51,51,0.00843,1.9,0.93
Sexualvergehen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Klimasysteme,1,1,1,0.04,51,51,0.00843,1.9,0.93
viennes,1,0,1,0.04,34,51,0.00843,1.9,0.93
Brotkrümeln,1,1,1,0.04,51,51,0.00843,1.9,0.93
Topjob,1,1,1,0.04,51,51,0.00843,1.9,0.93
Normie,1,0,1,0.04,51,51,0.00843,1.9,0.93
zuprostet,1,0,1,0.04,51,51,0.00843,1.9,0.93
Immobilieninvestor,1,1,1,0.04,51,51,0.00843,1.9,0.93
Abgaswolke,1,1,1,0.04,51,51,0.00843,1.9,0.93
abgehaun,1,0,1,0.04,51,51,0.00843,1.9,0.93
Knöchelhöhe,1,1,1,0.04,51,51,0.00843,1.9,0.93
Waerme,1,0,1,0.04,51,51,0.00843,1.9,0.93
Mittelfingerspitze,1,1,1,0.04,51,51,0.00843,1.9,0.93
Namensschildes,1,1,1,0.04,51,51,0.00843,1.9,0.93
hereingegeben,1,1,1,0.04,51,51,0.00843,1.9,0.93
Geheimnamen,1,1,1,0.04,51,51,0.00843,1.9,0.93
Mädchenschänder,1,1,1,0.04,51,51,0.00843,1.9,0.93
Laborexperimentes,1,1,1,0.04,51,51,0.00843,1.9,0.93
belustigender,1,1,1,0.04,51,51,0.00843,1.9,0.93
Tatzeiten,1,1,1,0.04,51,51,0.00843,1.9,0.93
NOF,1,0,1,0.04,51,51,0.00843,1.9,0.93
abseifen,1,1,1,0.04,33,51,0.00843,1.9,0.93
Blutsalze,1,1,1,0.04,51,51,0.00843,1.9,0.93
unschick,1,0,1,0.04,48,51,0.00843,1.9,0.93
Anuradha,1,0,1,0.04,51,51,0.00843,1.9,0.93
geschäftigsten,1,1,1,0.04,51,51,0.00843,1.9,0.93
Profiboxen,1,1,1,0.04,51,51,0.00843,1.9,0.93
abseilt,1,1,1,0.04,51,51,0.00843,1.9,0.93
Oooch,1,0,1,0.04,51,51,0.00843,1.9,0.93
Vallons,1,0,1,0.04,9,51,0.00843,1.9,0.93
Gegeneinstellung,1,1,1,0.04,51,51,0.00843,1.9,0.93
Superangebot,1,1,1,0.04,51,51,0.00843,1.9,0.93
Creevey,1,0,1,0.04,51,51,0.00843,1.9,0.93
Miam,1,0,1,0.04,44,51,0.00843,1.9,0.93
niederstürzt,1,1,1,0.04,51,51,0.00843,1.9,0.93
Stromaggregate,1,1,1,0.04,51,51,0.00843,1.9,0.93
verbricht,1,1,1,0.04,51,51,0.00843,1.9,0.93
Prione,1,0,1,0.04,51,51,0.00843,1.9,0.93
Dyno,1,0,1,0.04,51,51,0.00843,1.9,0.93
wegtrainieren,1,1,1,0.04,51,51,0.00843,1.9,0.93
Treibnetze,1,1,1,0.04,51,51,0.00843,1.9,0.93
Tragrahmen,1,0,1,0.04,51,51,0.00843,1.9,0.93
silberfarbener,1,0,1,0.04,51,51,0.00843,1.9,0.93
Roget's,1,0,1,0.04,51,51,0.00843,1.9,0.93
feuchtigkeitsspendende,1,0,1,0.04,51,51,0.00843,1.9,0.93
Hansen's,1,0,1,0.04,51,51,0.00843,1.9,0.93
Kontaktmannes,1,1,1,0.04,51,51,0.00843,1.9,0.93
Spaho,1,0,1,0.04,51,51,0.00843,1.9,0.93
lasergesteuerte,1,0,1,0.04,51,51,0.00843,1.9,0.93
verkorpern,1,0,1,0.04,51,51,0.00843,1.9,0.93
Marmeladenbrote,1,0,1,0.04,51,51,0.00843,1.9,0.93
taffen,1,0,1,0.04,51,51,0.00843,1.9,0.93
Plasmaquelle,1,1,1,0.04,51,51,0.00843,1.9,0.93
Frühruhestand,1,1,1,0.04,51,51,0.00843,1.9,0.93
Ersatzfrau,1,1,1,0.04,51,51,0.00843,1.9,0.93
kommte,1,0,1,0.04,51,51,0.00843,1.9,0.93
Wirtschaftsbetrug,1,0,1,0.04,51,51,0.00843,1.9,0.93
Stahlkabel,1,1,1,0.04,51,51,0.00843,1.9,0.93
vorsatzlich,1,0,1,0.04,51,51,0.00843,1.9,0.93
Gesellschaftsseite,1,0,1,0.04,51,51,0.00843,1.9,0.93
Chautauqua,1,0,1,0.04,51,51,0.00843,1.9,0.93
Riesenweib,1,1,1,0.04,51,51,0.00843,1.9,0.93
Gravitationsprinzip,1,0,1,0.04,51,51,0.00843,1.9,0.93
Venenkanüle,1,0,1,0.04,51,51,0.00843,1.9,0.93
neunmalkluger,1,1,1,0.04,25,51,0.00843,1.9,0.93
Testantworten,1,1,1,0.04,51,51,0.00843,1.9,0.93
Wohnsilo,1,1,1,0.04,51,51,0.00843,1.9,0.93
Hirnquetschung,1,1,1,0.04,51,51,0.00843,1.9,0.93
erniedrigendsten,1,0,1,0.04,51,51,0.00843,1.9,0.93
Giftmenge,1,1,1,0.04,51,51,0.00843,1.9,0.93
Selznik,1,0,1,0.04,51,51,0.00843,1.9,0.93
Sonnebrille,1,1,1,0.04,51,51,0.00843,1.9,0.93
aufheiternd,1,1,1,0.04,51,51,0.00843,1.9,0.93
Büroutensilien,1,1,1,0.04,51,51,0.00843,1.9,0.93
Witzbolden,1,1,1,0.04,51,51,0.00843,1.9,0.93
Taru,1,0,1,0.04,32,51,0.00843,1.9,0.93
Kranarm,1,1,1,0.04,51,51,0.00843,1.9,0.93
Apfelplantage,1,1,1,0.04,51,51,0.00843,1.9,0.93
hinterherrennt,1,1,1,0.04,51,51,0.00843,1.9,0.93
Diesee,1,1,1,0.04,11,51,0.00843,1.9,0.93
aufhetzenden,1,1,1,0.04,51,51,0.00843,1.9,0.93
insulinabhängige,1,0,1,0.04,51,51,0.00843,1.9,0.93
Papierumschlag,1,1,1,0.04,51,51,0.00843,1.9,0.93
Abführmittels,1,1,1,0.04,51,51,0.00843,1.9,0.93
Tonkawa,1,0,1,0.04,51,51,0.00843,1.9,0.93
Rabattmarke,1,1,1,0.04,51,51,0.00843,1.9,0.93
Lineker,1,0,1,0.04,51,51,0.00843,1.9,0.93
hochzuschaukeln,1,0,1,0.04,51,51,0.00843,1.9,0.93
Karnevalsmaske,1,1,1,0.04,50,50,0.00826,1.9,0.93
höhlenartig,1,0,1,0.04,50,50,0.00826,1.9,0.93
Campusleben,1,1,1,0.04,50,50,0.00826,1.9,0.93
Zensurprobleme,1,1,1,0.04,50,50,0.00826,1.9,0.93
Shoshonen,1,0,1,0.04,50,50,0.00826,1.9,0.93
prêter,1,0,1,0.04,50,50,0.00826,1.9,0.93
Brutraum,1,1,1,0.04,50,50,0.00826,1.9,0.93
Feueranzünder,1,1,1,0.04,50,50,0.00826,1.9,0.93
herhat,1,1,1,0.04,50,50,0.00826,1.9,0.93
Senatsanhörungen,1,1,1,0.04,50,50,0.00826,1.9,0.93
talentierteren,1,1,1,0.04,50,50,0.00826,1.9,0.93
Motorradbrille,1,1,1,0.04,50,50,0.00826,1.9,0.93
geophysischen,1,0,1,0.04,50,50,0.00826,1.9,0.93
Wachstumsplan,1,1,1,0.04,50,50,0.00826,1.9,0.93
unintelligenter,1,0,1,0.04,50,50,0.00826,1.9,0.93
Muga,1,0,1,0.04,28,50,0.00826,1.9,0.93
Elitemenschen,1,1,1,0.04,50,50,0.00826,1.9,0.93
schippt,1,0,1,0.04,50,50,0.00826,1.9,0.93
Buson,1,0,1,0.04,50,50,0.00826,1.9,0.93
abkneifen,1,1,1,0.04,23,50,0.00826,1.9,0.93
verprassten,1,1,1,0.04,50,50,0.00826,1.9,0.93
Lifttüren,1,1,1,0.04,50,50,0.00826,1.9,0.93
Pannenstreifen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Eichenbäumen,1,0,1,0.04,50,50,0.00826,1.9,0.93
Fussballmatch,1,0,1,0.04,50,50,0.00826,1.9,0.93
Venezolaners,1,0,1,0.04,50,50,0.00826,1.9,0.93
lochten,1,1,1,0.04,35,50,0.00826,1.9,0.93
seifige,1,1,1,0.04,50,50,0.00826,1.9,0.93
pourras,1,0,1,0.04,50,50,0.00826,1.9,0.93
ärg,1,0,1,0.04,50,50,0.00826,1.9,0.93
zuz,1,0,1,0.04,36,50,0.00826,1.9,0.93
Informationstand,1,1,1,0.04,50,50,0.00826,1.9,0.93
hunderprozentig,1,0,1,0.04,50,50,0.00826,1.9,0.93
Handlungshöhepunkt,1,0,1,0.04,50,50,0.00826,1.9,0.93
Carril,1,0,1,0.04,42,50,0.00826,1.9,0.93
TVProduktion,1,0,1,0.04,50,50,0.00826,1.9,0.93
Zahnmedizinstudium,1,0,1,0.04,50,50,0.00826,1.9,0.93
Atomunfalls,1,1,1,0.04,50,50,0.00826,1.9,0.93
Meteoriteneinschlägen,1,0,1,0.04,50,50,0.00826,1.9,0.93
Malereibetrieb,1,1,1,0.04,50,50,0.00826,1.9,0.93
entzücke,1,1,1,0.04,43,50,0.00826,1.9,0.93
Reklamechef,1,1,1,0.04,50,50,0.00826,1.9,0.93
Augenarbeit,1,1,1,0.04,50,50,0.00826,1.9,0.93
Noman,1,0,1,0.04,34,50,0.00826,1.9,0.93
Berufungsfälle,1,0,1,0.04,50,50,0.00826,1.9,0.93
Lichtveränderungen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Millionenschwer,1,1,1,0.04,0,50,0.00826,1.9,0.93
groBeres,1,0,1,0.04,50,50,0.00826,1.9,0.93
Subterranen,1,0,1,0.04,0,50,0.00826,1.9,0.93
dichs,1,0,1,0.04,42,50,0.00826,1.9,0.93
verknallte,1,1,1,0.04,50,50,0.00826,1.9,0.93
schlafft,1,0,1,0.04,50,50,0.00826,1.9,0.93
zurückschrieb,1,1,1,0.04,50,50,0.00826,1.9,0.93
nymphomanische,1,0,1,0.04,50,50,0.00826,1.9,0.93
Widerholen,1,1,1,0.04,14,50,0.00826,1.9,0.93
redendem,1,1,1,0.04,23,50,0.00826,1.9,0.93
Eierdieb,1,1,1,0.04,50,50,0.00826,1.9,0.93
Mullens,1,0,1,0.04,50,50,0.00826,1.9,0.93
Surridge,1,0,1,0.04,50,50,0.00826,1.9,0.93
dahinzugleiten,1,0,1,0.04,50,50,0.00826,1.9,0.93
Schlusstakt,1,1,1,0.04,50,50,0.00826,1.9,0.93
Stelzenläufer,1,1,1,0.04,50,50,0.00826,1.9,0.93
Qualmerei,1,1,1,0.04,50,50,0.00826,1.9,0.93
Nebelmaschinen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Zirkusfamilie,1,1,1,0.04,50,50,0.00826,1.9,0.93
Massenangriffe,1,1,1,0.04,50,50,0.00826,1.9,0.93
diamantenes,1,0,1,0.04,31,50,0.00826,1.9,0.93
durchziehn,1,0,1,0.04,49,50,0.00826,1.9,0.93
schreckst,1,1,1,0.04,50,50,0.00826,1.9,0.93
Ameisenfresser,1,1,1,0.04,50,50,0.00826,1.9,0.93
Polas,1,0,1,0.04,50,50,0.00826,1.9,0.93
Goldgewicht,1,1,1,0.04,50,50,0.00826,1.9,0.93
Gusche,1,0,1,0.04,50,50,0.00826,1.9,0.93
immerso,1,0,1,0.04,50,50,0.00826,1.9,0.93
Zellentrakte,1,1,1,0.04,50,50,0.00826,1.9,0.93
Menschenhorden,1,1,1,0.04,50,50,0.00826,1.9,0.93
kornblumenblauen,1,0,1,0.04,50,50,0.00826,1.9,0.93
Maltin,1,0,1,0.04,50,50,0.00826,1.9,0.93
einssechzig,1,1,1,0.04,50,50,0.00826,1.9,0.93
Rufsignal,1,1,1,0.04,50,50,0.00826,1.9,0.93
käuen,1,0,1,0.04,43,50,0.00826,1.9,0.93
Zahnarztkosten,1,1,1,0.04,50,50,0.00826,1.9,0.93
Unbedachtheiten,1,0,1,0.04,50,50,0.00826,1.9,0.93
weggebe,1,1,1,0.04,50,50,0.00826,1.9,0.93
Fahrradklingeln,1,1,1,0.04,50,50,0.00826,1.9,0.93
Unfal,1,0,1,0.04,34,50,0.00826,1.9,0.93
Mouchet,1,0,1,0.04,50,50,0.00826,1.9,0.93
Duschhaube,1,0,1,0.04,50,50,0.00826,1.9,0.93
Holzkohlengrill,1,1,1,0.04,50,50,0.00826,1.9,0.93
Glückstopf,1,1,1,0.04,50,50,0.00826,1.9,0.93
Geschopfe,1,0,1,0.04,50,50,0.00826,1.9,0.93
gemotzt,1,0,1,0.04,50,50,0.00826,1.9,0.93
gebeuteltes,1,1,1,0.04,50,50,0.00826,1.9,0.93
Homey,1,0,1,0.04,50,50,0.00826,1.9,0.93
niedersanken,1,1,1,0.04,50,50,0.00826,1.9,0.93
legl,1,0,1,0.04,23,50,0.00826,1.9,0.93
Waenden,1,0,1,0.04,50,50,0.00826,1.9,0.93
kaputtzugehen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Petrovka,1,0,1,0.04,50,50,0.00826,1.9,0.93
Ichdie,1,1,1,0.04,0,50,0.00826,1.9,0.93
Wespengift,1,1,1,0.04,50,50,0.00826,1.9,0.93
weiterverlegt,1,1,1,0.04,50,50,0.00826,1.9,0.93
Handelssteuern,1,1,1,0.04,50,50,0.00826,1.9,0.93
wirkeine,1,1,1,0.04,50,50,0.00826,1.9,0.93
Springerhaus,1,1,1,0.04,50,50,0.00826,1.9,0.93
Bauernmusik,1,1,1,0.04,50,50,0.00826,1.9,0.93
REIK,1,0,1,0.04,50,50,0.00826,1.9,0.93
hochstecken,1,1,1,0.04,50,50,0.00826,1.9,0.93
dreilagige,1,0,1,0.04,50,50,0.00826,1.9,0.93
zwischengelandet,1,1,1,0.04,50,50,0.00826,1.9,0.93
Gartenabteilung,1,1,1,0.04,50,50,0.00826,1.9,0.93
Marsdens,1,0,1,0.04,50,50,0.00826,1.9,0.93
Meckerndes,1,1,1,0.04,0,50,0.00826,1.9,0.93
hindurchschlängeln,1,1,1,0.04,50,50,0.00826,1.9,0.93
Bildkanal,1,1,1,0.04,50,50,0.00826,1.9,0.93
Ertahrungen,1,0,1,0.04,50,50,0.00826,1.9,0.93
Reservetank,1,1,1,0.04,50,50,0.00826,1.9,0.93
Trampas,1,0,1,0.04,0,50,0.00826,1.9,0.93
zugenähten,1,1,1,0.04,50,50,0.00826,1.9,0.93
Toningenieurs,1,1,1,0.04,50,50,0.00826,1.9,0.93
Fremdenhasser,1,0,1,0.04,50,50,0.00826,1.9,0.93
Diplomatentochter,1,1,1,0.04,50,50,0.00826,1.9,0.93
Corsican,1,0,1,0.04,50,50,0.00826,1.9,0.93
Paxil,1,0,1,0.04,50,50,0.00826,1.9,0.93
Schlammproben,1,1,1,0.04,50,50,0.00826,1.9,0.93
Krasseres,1,1,1,0.04,0,50,0.00826,1.9,0.93
Aufgepumpte,1,1,1,0.04,0,50,0.00826,1.9,0.93
Ehrenmonument,1,1,1,0.04,50,50,0.00826,1.9,0.93
Schallplattenladen,1,1,1,0.04,50,50,0.00826,1.9,0.93
prachtig,1,0,1,0.04,50,50,0.00826,1.9,0.93
rückter,1,0,1,0.04,50,50,0.00826,1.9,0.93
Lohnnachzahlung,1,1,1,0.04,50,50,0.00826,1.9,0.93
bemitleidend,1,1,1,0.04,50,50,0.00826,1.9,0.93
zurückjagen,1,1,1,0.04,50,50,0.00826,1.9,0.93
mitbelastet,1,1,1,0.04,50,50,0.00826,1.9,0.93
übereifriges,1,1,1,0.04,50,50,0.00826,1.9,0.93
Medienstationen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Bohrkronen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Karamellen,1,1,1,0.04,50,50,0.00826,1.9,0.93
Feldposten,1,1,1,0.04,50,50,0.00826,1.9,0.93
Soleier,1,1,1,0.04,50,50,0.00826,1.9,0.93
Kissenberg,1,1,1,0.04,50,50,0.00826,1.9,0.93
einkreisten,1,1,1,0.04,50,50,0.00826,1.9,0.93
Mountaineer,1,0,1,0.04,15,50,0.00826,1.9,0.93
Zuschaun,1,0,1,0.04,20,50,0.00826,1.9,0.93
Wrenn,1,0,1,0.04,41,50,0.00826,1.9,0.93
Duffys,1,0,1,0.04,50,50,0.00826,1.9,0.93
umhertasten,1,1,1,0.04,10,50,0.00826,1.9,0.93
Schwantz,1,0,1,0.04,32,50,0.00826,1.9,0.93
Widerstandskämpfe,1,1,1,0.04,50,50,0.00826,1.9,0.93
Startblöcke,1,1,1,0.04,50,50,0.00826,1.9,0.93
Beinvene,1,1,1,0.04,50,50,0.00826,1.9,0.93
Drucktermin,1,1,1,0.04,50,50,0.00826,1.9,0.93
Yardbirds,1,0,1,0.04,50,50,0.00826,1.9,0.93
blauesten,1,0,1,0.04,50,50,0.00826,1.9,0.93
unbedachterweise,1,1,1,0.04,50,50,0.00826,1.9,0.93
Vorstandsassistentin,1,0,1,0.04,50,50,0.00826,1.9,0.93
Schwippschwager,1,0,1,0.04,50,50,0.00826,1.9,0.93
Nuklearbomben,1,1,1,0.04,50,50,0.00826,1.9,0.93
Werbegags,1,1,1,0.04,50,50,0.00826,1.9,0.93
