word,ZipfSUBTLEX,fpmwSUBTLEX,word_len
Haie,3.67,4.677351412871981,4
Mannes,4.54,34.673685045253166,6
korrekt,4.28,19.054607179632484,7
sagt,5.71,512.8613839913648,4
sicheren,4.18,15.135612484362072,8
