participant_id,item_nr,condition,text,is_practice_trial,resp,rt_ms,time_so_far_secs
p153023,2,word,Mannes,TRUE,lalt,816.1485000000539,37.84861060000003
p153023,3,pseudoword,Torrerk,TRUE,lalt,931.123899999875,40.18961549999949
p153023,2,pseudoword,sanzes,TRUE,lalt,930.5820999998105,42.660691699999006
p153023,4,word,sagt,TRUE,ralt,914.8104000014428,45.12924000000021
p153023,5,word,sicheren,TRUE,ralt,788.9078999996855,47.58349640000051
p153023,4,pseudoword,segt,TRUE,lalt,1094.1710999995848,49.92128769999909
p153023,1,word,Haie,TRUE,ralt,1001.8079000001308,52.55661909999981
p153023,5,pseudoword,tobreren,TRUE,lalt,826.7383000002155,55.11027689999901
p153023,3,word,korrekt,TRUE,ralt,731.826600000204,57.481611899998825
p153023,1,pseudoword,Bage,TRUE,lalt,1327.1328000009817,59.75441099999989
p153023,122,pseudoword,Spruntet,FALSE,lalt,980.491100001018,68.17914659999951
p153023,43,pseudoword,Abgegöbe,FALSE,lalt,898.7823999996181,70.15723979999893
p153023,108,pseudoword,fitzten,FALSE,lalt,1453.346700000111,72.06159429999934
p153023,97,word,haltmachen,FALSE,ralt,720.310700000482,74.54979640000056
p153023,22,pseudoword,Tieme,FALSE,lalt,872.94699999984,76.28462020000006
p153023,28,pseudoword,Hasteln,FALSE,lalt,1436.7877999993652,78.1703180000004
p153023,118,pseudoword,schirste,FALSE,lalt,757.3709000007511,80.6251859999993
p153023,121,pseudoword,sopfeibt,FALSE,lalt,665.912099999332,82.39477660000011
p153023,6,pseudoword,peigpelze,FALSE,lalt,1169.8529999994207,84.06327039999996
p153023,20,pseudoword,Maumburg,FALSE,lalt,712.274499999694,86.249076099999
p153023,70,pseudoword,vezönlerten,FALSE,lalt,724.5287000005192,87.98693509999976
p153023,145,word,zuflüstern,FALSE,ralt,762.0225999999093,89.72107580000011
p153023,74,pseudoword,behockten,FALSE,ralt,1645.8488999996916,91.49084559999936
p153023,11,pseudoword,Phabert,FALSE,lalt,645.9592999999586,94.14515249999933
p153023,112,word,offiziellem,FALSE,ralt,733.7748999998439,95.79772500000036
p153023,123,pseudoword,Sprommen,FALSE,lalt,902.0753000004332,97.53357979999964
p153023,24,word,Mühle,FALSE,ralt,691.6485000001558,99.4523422000002
p153023,115,pseudoword,nezolierten,FALSE,lalt,831.0025999999198,101.15524089999964
p153023,134,pseudoword,verkauben,FALSE,lalt,947.53320000018,103.00772680000046
p153023,16,pseudoword,Rabphimution,FALSE,lalt,1097.502099999474,104.96139670000048
p153023,64,pseudoword,ausschwikken,FALSE,lalt,1118.7154999988709,107.06554440000036
p153023,15,pseudoword,Toffegizu,FALSE,lalt,874.44399999913,109.1836886000001
p153023,144,pseudoword,zeggt,FALSE,lalt,752.9532000007748,111.0699698999997
p153023,126,word,undurchdringbar,FALSE,ralt,928.0828999999358,112.8565964999998
p153023,43,word,Ungetüme,FALSE,ralt,881.3756999988982,114.8082921999994
p153023,58,pseudoword,abhiten,FALSE,lalt,936.5787999995518,116.69575179999993
p153023,75,pseudoword,Neimem,FALSE,lalt,711.2660000002506,118.65006170000017
p153023,38,pseudoword,Sönttom,FALSE,lalt,727.4176999999327,120.36731599999985
p153023,80,word,eintreffe,FALSE,ralt,2211.295199998858,122.10480699999972
p153023,102,word,kaufte,FALSE,ralt,835.1906999996572,125.32556049999948
p153023,79,pseudoword,einpellsten,FALSE,lalt,1558.0467999989196,127.17916139999944
p153023,11,word,Grabens,FALSE,ralt,1092.7081999998336,129.74880680000024
p153023,150,word,überlisten,FALSE,ralt,750.8039999993343,131.8516639999998
p153023,44,word,Vereinfachung,FALSE,ralt,813.4685999993962,133.60372879999886
p153023,17,word,Kontoauszug,FALSE,ralt,743.7919000003603,135.4242882999988
p153023,133,pseudoword,verteilsket,FALSE,lalt,865.7350999983464,137.17648840000038
p153023,111,pseudoword,beiderzubinten,FALSE,lalt,1682.6320999989548,139.04649579999932
p153023,125,pseudoword,Sevewoknischen,FALSE,lalt,1120.0009000003774,141.74994589999915
p153023,129,word,vergeltet,FALSE,ralt,1027.0430999989912,143.9029472000002
p153023,149,word,überlebensgroße,FALSE,ralt,949.4603000002826,145.95522940000046
p153023,50,word,Würstchen,FALSE,ralt,923.8740000000688,147.9097056999999
p153023,71,pseudoword,beseimgeren,FALSE,lalt,1118.8858000004984,149.84603620000053
p153023,39,pseudoword,Vägevenk,FALSE,lalt,708.8387000003422,151.96470969999973
p153023,13,word,Kanaille,FALSE,lalt,750.4632000000129,153.70065280000017
p153023,90,pseudoword,riviert,FALSE,lalt,1018.3932999989338,155.47030549999909
p153023,72,pseudoword,begeichsten,FALSE,lalt,651.52339999986,157.50772700000016
p153023,84,pseudoword,erdaukegen,FALSE,lalt,877.2786000008637,159.17668090000006
p153023,73,word,beschämen,FALSE,ralt,787.6189999988128,161.06266379999943
p153023,31,word,Satz,FALSE,ralt,726.7919999994774,162.8655246999988
p153023,148,word,überbelegt,FALSE,ralt,600.6949000002351,164.6008509000003
p153023,8,word,Filigrane,FALSE,ralt,744.653699999617,166.2037253999988
p153023,56,word,angezogen,FALSE,ralt,860.7316999987233,376.5896111000002
p153023,126,pseudoword,untrunkspahmbar,FALSE,lalt,751.0347999996156,378.4246956999996
p153023,78,word,durchquerten,FALSE,ralt,634.4827000011719,380.17614069999945
p153023,63,word,auflasen,FALSE,lalt,723.1950000004872,381.81290119999903
p153023,1,word,Akzente,FALSE,ralt,587.9046000009112,383.5483382999992
p153023,100,word,interpretiert,FALSE,ralt,532.3060000009718,385.1514038000005
p153023,146,pseudoword,zunandsgewägen,FALSE,lalt,665.4428000001644,386.6872151999996
p153023,146,word,zurechtgebogen,FALSE,ralt,782.1148999992147,388.3564613999988
p153023,90,word,fixiert,FALSE,ralt,528.4388000000035,390.1424795999992
p153023,35,pseudoword,fopfeträrger,FALSE,lalt,647.5406000008661,391.67733959999896
p153023,76,pseudoword,dogt,FALSE,lalt,644.8349000002054,393.32986510000046
p153023,142,word,zackiger,FALSE,ralt,661.4246999997704,394.98367979999966
p153023,15,word,Kollegium,FALSE,ralt,688.1539000005432,396.6684385999997
p153023,33,word,Skonto,FALSE,lalt,1064.0913000006549,398.3712772999989
p153023,94,word,gefallen,FALSE,ralt,504.0748999999778,400.4414978999994
p153023,18,pseudoword,Kräppzug,FALSE,lalt,729.892800000016,401.9608831000005
p153023,96,word,gleichwertig,FALSE,ralt,518.9192999987426,403.6954833
p153023,93,word,garstiges,FALSE,ralt,809.1180000010354,405.2313185999992
p153023,143,pseudoword,zerfanken,FALSE,lalt,711.7369000006875,407.0518099000001
p153023,26,word,Parzellen,FALSE,ralt,522.6006000011694,408.76998769999955
p153023,89,word,fickst,FALSE,ralt,918.0414000002202,410.32290420000027
p153023,77,pseudoword,bumsge,FALSE,lalt,746.6629999998986,412.2590898999988
p153023,122,word,spuckten,FALSE,ralt,801.2115000001359,414.02858989999913
p153023,87,word,ferneren,FALSE,lalt,779.9679999989166,415.8311864999996
