participant_id,item_nr,condition,text,is_practice_trial,resp,rt_ms,time_so_far_secs
p596865,4,word,sagt,TRUE,ralt,838.0096659529954,58.74237441603327
p596865,1,pseudoword,Bage,TRUE,lalt,1063.8074579765089,61.082738500030246
p596865,2,word,Mannes,TRUE,lalt,1001.2602499919012,63.66475054103648
p596865,1,word,Haie,TRUE,ralt,839.410750020761,66.18713283300167
p596865,3,pseudoword,Torrerk,TRUE,lalt,864.7844170336612,68.54818566603353
p596865,5,word,sicheren,TRUE,ralt,547.6592089980841,70.93073041603202
p596865,3,word,korrekt,TRUE,ralt,594.297000032384,72.99858237500302
p596865,2,pseudoword,sanzes,TRUE,lalt,849.7919170185924,75.11632575001568
p596865,4,pseudoword,segt,TRUE,lalt,1196.9329579733312,77.49895995802945
p596865,5,pseudoword,tobreren,TRUE,lalt,1299.2749170516618,80.21540987503249
p596865,116,word,schlaksigen,FALSE,lalt,1094.3159160087816,87.5207284160424
p596865,114,word,rasselt,FALSE,ralt,652.0878339651972,89.60959520802135
p596865,44,word,Vereinfachung,FALSE,ralt,691.7829999583773,91.26967545802472
p596865,48,word,Wasserbetten,FALSE,ralt,862.3857499915175,92.96111270802794
p596865,32,word,Schwiegertochter,FALSE,ralt,1057.5243749772198,94.82360566599527
p596865,81,pseudoword,emptöltig,FALSE,lalt,1080.744249979034,96.88017262500944
p596865,5,pseudoword,Pafel,FALSE,lalt,1114.6097499877214,98.9675195000018
p596865,124,word,sympathisierst,FALSE,ralt,1125.7607499719595,101.07887070800643
p596865,77,word,dunkle,FALSE,ralt,628.364915959537,103.2124497910263
p596865,60,pseudoword,auz,FALSE,lalt,787.5226250034757,104.85030579101294
p596865,143,pseudoword,zerfanken,FALSE,lalt,1280.1565830013717,106.63881470804336
p596865,72,pseudoword,begeichsten,FALSE,lalt,1494.102333963383,108.92742020799778
p596865,143,word,zerrinnen,FALSE,lalt,1275.4530829843134,111.42262754100376
p596865,59,pseudoword,alnes,FALSE,lalt,734.8014999879524,113.70484108303208
p596865,97,word,haltmachen,FALSE,ralt,1110.6417090049945,115.44803937501274
p596865,111,word,niederzuhalten,FALSE,ralt,1120.3761250362732,117.57588529103668
p596865,49,word,Wäscheklammer,FALSE,ralt,615.8288330188952,119.68814849999036
p596865,110,word,niedergezwungen,FALSE,ralt,895.1325420057401,121.30964491603665
p596865,50,pseudoword,Bünktchen,FALSE,lalt,1063.72208398534,123.21076433302368
p596865,112,pseudoword,oßmiziivsem,FALSE,lalt,1372.7446250268258,125.27946279098978
p596865,146,word,zurechtgebogen,FALSE,ralt,1324.4404580327682,127.645879083022
p596865,111,pseudoword,beiderzubinten,FALSE,lalt,2156.4333340502344,129.9718115000287
p596865,74,pseudoword,behockten,FALSE,lalt,1555.15445797937,133.12808987504104
p596865,115,word,reparierten,FALSE,ralt,1272.319624957163,135.6889605410397
p596865,18,pseudoword,Kräppzug,FALSE,lalt,1831.0201659915035,137.96064333303366
p596865,83,word,entschärft,FALSE,ralt,638.7592089595273,140.7885788329877
p596865,53,word,addierst,FALSE,ralt,571.247374988161,142.42831179103814
p596865,137,pseudoword,weutamme,FALSE,lalt,910.3087920229882,144.00956454098923
p596865,129,word,vergeltet,FALSE,ralt,1068.1372079998257,145.92152133298805
p596865,104,word,kreiere,FALSE,ralt,931.223333987873,147.99554354103748
p596865,147,word,zurückgeschreckt,FALSE,ralt,1509.4074580119925,149.9341775830253
p596865,121,word,sogleich,FALSE,ralt,575.0312500167638,152.45254929101793
p596865,139,pseudoword,Vuljerwagen,FALSE,lalt,767.3483749968,154.02337470802013
p596865,11,word,Grabens,FALSE,lalt,781.4408330013976,155.7997735000099
p596865,34,pseudoword,Horke,FALSE,lalt,773.999625002034,157.57918420800706
p596865,135,pseudoword,vorschrenntgadrig,FALSE,lalt,1757.0598750025963,159.3551971660345
p596865,104,pseudoword,greaade,FALSE,lalt,1100.1071659848094,162.11319599999115
p596865,89,pseudoword,feckst,FALSE,lalt,1268.238749995362,164.22122125001624
