participant_id,item_nr,condition,text,is_practice_trial,resp,rt_ms,time_so_far_secs
p445631,3,word,korrekt,TRUE,ralt,473.08838199751335,92.20498334600052
p445631,4,pseudoword,segt,TRUE,lalt,2109.5838280016324,94.17122898900196
p445631,2,pseudoword,sanzes,TRUE,lalt,826.8144829999073,97.78803344300104
p445631,1,pseudoword,Bage,TRUE,lalt,1182.613051001681,100.1360629510018
p445631,2,word,Mannes,TRUE,lalt,774.6535829974164,102.83606645700274
p445631,1,word,Haie,TRUE,ralt,1685.9013169996615,105.1210175180022
p445631,4,word,sagt,TRUE,ralt,468.6299889981456,108.33590787700086
p445631,3,pseudoword,Torrerk,TRUE,lalt,632.940495001094,110.3213578169998
p445631,5,word,sicheren,TRUE,ralt,476.17651999826194,112.4709526550032
p445631,5,pseudoword,tobreren,TRUE,lalt,742.907740001101,114.45428463400094
p445631,75,word,deinem,FALSE,ralt,745.1196140027605,131.80270386600023
p445631,102,pseudoword,Sauste,FALSE,ralt,818.7429230019916,133.5145879970005
p445631,62,pseudoword,aushürliges,FALSE,lalt,861.3256520002324,135.35615768000207
p445631,81,pseudoword,emptöltig,FALSE,lalt,868.3833530012635,137.2230403499998
p445631,56,pseudoword,abbekägen,FALSE,lalt,937.0209420012544,139.08191335599986
p445631,40,word,Tonabnehmer,FALSE,ralt,714.2287169990595,141.02062322200072
p445631,50,pseudoword,Bünktchen,FALSE,lalt,1120.7925909984624,142.73707898000066
p445631,56,word,angezogen,FALSE,ralt,616.6105090014753,144.86422705200312
p445631,99,word,hört,FALSE,ralt,490.52911900071194,146.48120514600305
p445631,113,pseudoword,Nonfümiert,FALSE,lalt,1835.1837060035905,147.97057168000174
p445631,26,pseudoword,ponzellen,FALSE,lalt,803.4548139985418,150.81376021300093
p445631,69,pseudoword,benäugen,FALSE,lalt,1255.277197000396,152.6209124800007
p445631,27,pseudoword,dükken,FALSE,lalt,632.3179440005333,154.88040765900223
p445631,109,word,naturalistischen,FALSE,ralt,665.546844000346,156.5136597060009
p445631,131,word,verschmutzen,FALSE,ralt,810.2084639976965,158.18009767800322
p445631,19,word,Lobpreisung,FALSE,ralt,573.030514002312,159.99569027500183
p445631,107,word,lediglich,FALSE,ralt,745.5657800019253,161.57022153100115
p445631,137,pseudoword,weutamme,FALSE,lalt,895.1603149980656,163.32072734500252
p445631,28,word,Rasters,FALSE,lalt,768.3778249993338,165.22015827400173
p445631,24,word,Mühle,FALSE,ralt,782.5773299991852,166.99745985900154
p445631,120,pseudoword,seifle,FALSE,lalt,1125.5007260006096,168.78017980400182
p445631,78,word,durchquerten,FALSE,ralt,1085.9585799989873,170.9149126299999
p445631,129,word,vergeltet,FALSE,ralt,968.2205890021578,173.00315523000245
p445631,107,pseudoword,ledighens,FALSE,lalt,685.2232819983328,174.98023732700312
p445631,137,word,wegkomme,FALSE,ralt,689.1799900004116,176.669995106
p445631,93,pseudoword,wafspiges,FALSE,lalt,821.9988089986145,178.3621024310014
p445631,140,word,wundersamer,FALSE,ralt,1267.0709820013144,180.18639447600071
p445631,144,pseudoword,zeggt,FALSE,lalt,663.7981500025489,182.4626164150031
p445631,8,word,Filigrane,FALSE,ralt,1287.4781989994517,184.12970870500067
p445631,132,pseudoword,berfrietere,FALSE,lalt,1408.9644689993293,186.41971802400076
p445631,7,word,Figuren,FALSE,ralt,495.24964399824967,188.8303077370001
p445631,133,word,verzeichnet,FALSE,ralt,560.126175001642,190.32992689100135
p445631,90,pseudoword,riviert,FALSE,ralt,909.8462469992228,191.89461680300155
