participant_id,item_nr,condition,text,is_practice_trial,resp,rt_ms,time_so_far_secs
p171220,4,pseudoword,segt,TRUE,lalt,887.1145000011893,34.90737159999844
p171220,4,word,sagt,TRUE,ralt,682.598200000939,37.3138609000016
p171220,5,pseudoword,tobreren,TRUE,lalt,751.403099988238,39.546505599995726
p171220,1,pseudoword,Bage,TRUE,lalt,529.5305000036024,41.86358499999915
p171220,3,pseudoword,Torrerk,TRUE,lalt,551.4779000077397,43.93992530000105
p171220,3,word,korrekt,TRUE,ralt,489.4924999971408,46.0528376000002
p171220,2,pseudoword,sanzes,TRUE,lalt,455.5582999892067,48.1053574999969
p171220,2,word,Mannes,TRUE,lalt,565.0679000100354,50.11874419999367
p171220,1,word,Haie,TRUE,ralt,632.811400006176,52.23045789999014
p171220,5,word,sicheren,TRUE,ralt,588.5706999979448,54.412746599991806
p171220,100,word,interpretiert,FALSE,ralt,609.5712999958778,61.89226549999148
p171220,45,word,Vertragsabschlüssen,FALSE,ralt,2005.7603000022937,63.50745059999463
p171220,98,word,hinlege,FALSE,ralt,2236.9944999954896,66.53841539999121
p171220,93,pseudoword,wafspiges,FALSE,lalt,686.1173999932362,69.80175990000134
p171220,112,pseudoword,oßmiziivsem,FALSE,lalt,488.3720999932848,71.51441879999766
p171220,149,pseudoword,überlefätsglave,FALSE,lalt,557.462900003884,73.02936469999258
p171220,87,pseudoword,Cermelen,FALSE,lalt,1716.344600004959,74.61313189999782
p171220,6,word,Faulpelze,FALSE,ralt,665.3860000078566,77.35918959999981
p171220,57,pseudoword,abbeßen,FALSE,lalt,849.3608999997377,79.0411380000005
p171220,22,word,Miene,FALSE,ralt,938.8370000087888,80.90571849999833
p171220,28,word,Rasters,FALSE,lalt,1705.7095000054687,82.8715150999924
p171220,26,word,Parzellen,FALSE,ralt,3048.463700004504,85.59988519999024
p171220,96,pseudoword,Klauchrertig,FALSE,lalt,1402.8553999960425,89.67908580000221
p171220,119,pseudoword,Schöchteckste,FALSE,lalt,1283.4720999962883,92.10888679999334
p171220,16,word,Konstitution,FALSE,ralt,704.732199999853,94.42319190000126
p171220,26,pseudoword,ponzellen,FALSE,lalt,1160.4695999994874,96.1547348999884
p171220,2,word,Drücker,FALSE,ralt,838.5844000003999,98.33636469999328
p171220,81,pseudoword,emptöltig,FALSE,lalt,731.615700002294,100.2001683999988
p171220,77,pseudoword,bumsge,FALSE,lalt,732.4343000072986,101.94820569999864
p171220,19,word,Lobpreisung,FALSE,ralt,1035.8145000063814,103.6961666999996
p171220,46,pseudoword,Vestbesice,FALSE,lalt,604.8813999950653,105.76061119999213
p171220,45,pseudoword,Rerstiktabschlössen,FALSE,lalt,2527.296700005536,107.3926422999939
p171220,37,pseudoword,spraxenwäschen,FALSE,lalt,722.3468000011053,110.9387304999982
p171220,117,word,schwindelte,FALSE,ralt,1218.555200000992,112.68621939999866
p171220,114,pseudoword,messelt,FALSE,lalt,1175.187000000733,114.93463179998798
p171220,39,pseudoword,Vägevenk,FALSE,lalt,746.5583000011975,117.13108779999313
p171220,84,word,ergiebigen,FALSE,ralt,2154.8370999953477,118.8963545000006
p171220,9,pseudoword,neschonke,FALSE,lalt,762.9366000037408,122.07538169999316
p171220,117,pseudoword,schrordelte,FALSE,lalt,3279.240399991977,123.85678489999556
p171220,18,pseudoword,Kräppzug,FALSE,lalt,1505.0629999896046,128.15201569999044
p171220,106,word,lebenslänglich,FALSE,ralt,696.0945000028005,130.68314819999796
p171220,67,word,ausdenkt,FALSE,ralt,1043.1373000028543,132.39705619998858
p171220,23,word,Modepuppe,FALSE,ralt,857.9345000034664,134.46163569999044
p171220,86,pseudoword,erweihst,FALSE,lalt,1476.430199996685,136.34280410000065
p171220,106,pseudoword,lebensrorgtich,FALSE,lalt,1514.9907000013627,138.8400549999933
p171220,38,pseudoword,Sönttom,FALSE,lalt,595.4825999942841,141.3709305999946
p171220,137,pseudoword,weutamme,FALSE,lalt,513.48009999492206,142.9852482999995
p171220,66,word,aufwendig,FALSE,ralt,553.4368999942672,144.5169584999967
p171220,80,word,eintreffe,FALSE,ralt,575.2990000037244,146.09861770000134
p171220,118,word,schönste,FALSE,ralt,521.475300003658,147.69822459999705
p171220,109,word,naturalistischen,FALSE,ralt,605.7842000009259,149.24586049999925
p171220,149,word,überlebensgroße,FALSE,ralt,672.0250000071246,150.8770138999971
p171220,124,pseudoword,nippakrisierst,FALSE,lalt,559.7910000069533,152.57500379999692
p171220,30,pseudoword,Räckgen,FALSE,lalt,873.6150999902748,154.15580480000062
p171220,89,word,fickst,FALSE,ralt,1147.065900004236,156.05399829999078
p171220,49,word,Wäscheklammer,FALSE,ralt,677.2402999922633,158.21951289998833
p171220,46,word,Vollbesitz,FALSE,ralt,867.4138999922434,159.91613199999847
p171220,128,pseudoword,veragsweugungsßillen,FALSE,lalt,1516.3295000093058,161.81463819999772
p171220,54,word,allwissend,FALSE,ralt,577.3487999977078,164.36183059999894
p171220,32,pseudoword,schreigerlächter,FALSE,lalt,2894.214100000682,165.96000999999524
p171220,115,word,reparierten,FALSE,ralt,736.5430000063498,169.872252199988
p171220,53,pseudoword,aifierst,FALSE,lalt,1010.6423000106588,176.95511429999897
p171220,5,word,Fabel,FALSE,ralt,767.0857000048272,178.9788533999963
p171220,74,pseudoword,behockten,FALSE,lalt,1077.3694999952568,180.77606319999904
p171220,70,pseudoword,vezönlerten,FALSE,lalt,646.5997000050265,182.87459929999025
p171220,34,word,Sorge,FALSE,ralt,556.886399994255,184.53941779999877
p171220,43,pseudoword,Abgegöbe,FALSE,lalt,1447.6147000095807,186.1200380999944
p171220,62,pseudoword,aushürliges,FALSE,lalt,1543.992499995511,188.58473879999656
p171220,62,word,auffälliges,FALSE,ralt,498.57979999796953,191.1480734999932
p171220,50,pseudoword,Bünktchen,FALSE,lalt,743.0071999988286,192.6627135999879
p171220,76,pseudoword,dogt,FALSE,lalt,753.6390000022948,194.42801119999783
p171220,139,pseudoword,Vuljerwagen,FALSE,lalt,622.0496000023559,196.20916629998828
p171220,83,pseudoword,entschühmt,FALSE,lalt,1030.4805999912787,197.85730469999544
p171220,7,pseudoword,Gowuren,FALSE,lalt,538.9878999994835,199.90462099999425
p171220,55,pseudoword,angeträrken,FALSE,ralt,493.89650000375696,201.46944419998908
p171220,107,pseudoword,ledighens,FALSE,lalt,657.1900999988429,202.98426499999184
p171220,150,pseudoword,otertesten,FALSE,lalt,640.9619000041857,204.66599549999228
p171220,104,word,kreiere,FALSE,ralt,1176.3875000033297,206.33066829999737
p171220,91,pseudoword,lollspeiben,FALSE,lalt,983.1403999996836,208.5281576999987
p171220,27,word,Pocken,FALSE,ralt,784.2256000003545,210.5429138999898
p171220,4,pseudoword,ucinzisten,FALSE,lalt,564.5125000010012,212.35718169999015
p171220,127,pseudoword,ungesegthent,FALSE,lalt,1291.671500002849,213.93955199999616
p171220,99,word,hört,FALSE,ralt,558.0250000057276,216.25372409999545
p171220,132,pseudoword,berfrietere,FALSE,lalt,1463.574699999299,217.83505629999857
p171220,78,pseudoword,Durchszelten,FALSE,lalt,2909.823099995265,220.31567719999293
p171220,132,word,versteigere,FALSE,ralt,716.7202999989968,224.2445313999924
p171220,121,word,sogleich,FALSE,ralt,794.8093000013614,225.99251199999708
p171220,80,pseudoword,einspipfe,FALSE,lalt,1366.425900007016,227.80670019998797
p171220,97,word,haltmachen,FALSE,ralt,1181.642900002771,230.20385229999377
p171220,54,pseudoword,artkossend,FALSE,lalt,1766.1459000082689,232.40199030000076
p171220,113,pseudoword,Nonfümiert,FALSE,lalt,3265.494099992793,235.18211559999327
p171220,40,pseudoword,ponaobeumer,FALSE,lalt,655.1382000034209,239.47734430000128
p171220,147,word,zurückgeschreckt,FALSE,ralt,1172.7090000058524,241.15870410000207
p171220,70,word,behinderten,FALSE,ralt,893.9246999943862,243.3557551999984
p171220,32,word,Schwiegertochter,FALSE,ralt,617.5470000016503,245.270913299988
p171220,115,pseudoword,nezolierten,FALSE,lalt,543.5538000019733,246.91889929999888
p171220,13,pseudoword,Kahästle,FALSE,lalt,567.0307999971556,248.4833226999908
p171220,63,pseudoword,aussaden,FALSE,lalt,866.6771999996854,250.08211109999684
p171220,21,word,Media,FALSE,ralt,665.9215999970911,251.97945719999552
p171220,64,pseudoword,ausschwikken,FALSE,lalt,997.7693999971962,253.66151819999504
p171220,142,word,zackiger,FALSE,ralt,787.7237000066089,255.67570939999132
p171220,126,word,undurchdringbar,FALSE,ralt,2813.2792999967933,257.4898380999948
p171220,66,pseudoword,aufnendöl,FALSE,lalt,591.0950999968918,261.31869729999744
p171220,111,pseudoword,beiderzubinten,FALSE,lalt,994.123299999046,262.93369829999574
p171220,37,word,Straßenmädchen,FALSE,ralt,1617.2641000011936,264.94840969999495
p171220,134,pseudoword,verkauben,FALSE,lalt,1026.3343999977224,267.59624559999793
p171220,110,word,niedergezwungen,FALSE,ralt,1550.9383000025991,269.64288249998935
p171220,75,pseudoword,Neimem,FALSE,lalt,751.4039000088815,272.2237110999995
p171220,35,word,Sowjetbürger,FALSE,lalt,601.2645000009798,274.0050185
p171220,17,word,Kontoauszug,FALSE,ralt,735.5970000062371,275.63601509999717
p171220,16,pseudoword,Rabphimution,FALSE,lalt,800.8162999904016,277.40125339999213
p171220,33,pseudoword,Knolto,FALSE,lalt,761.4327000046615,282.9467978999892
p171220,82,pseudoword,itzgegerfonwende,FALSE,lalt,582.3189000075217,284.7259742000024
p171220,33,word,Skonto,FALSE,ralt,665.8984000096098,286.3239939999912
p171220,55,word,angegriffen,FALSE,ralt,651.7325000022538,288.00625690000015
p171220,146,word,zurechtgebogen,FALSE,ralt,1966.664099993068,289.68668199999956
p171220,15,word,Kollegium,FALSE,ralt,660.3516000031959,292.6843858999928
p171220,103,pseudoword,lenmalimieren,FALSE,lalt,644.9128999956883,294.36553369999456
p171220,69,word,befolgen,FALSE,ralt,591.2453000055393,296.02974990000075
p171220,108,word,letzten,FALSE,ralt,492.927300001611,297.6443533999991
p171220,125,pseudoword,Sevewoknischen,FALSE,lalt,590.9306999965338,299.16100890000234
p171220,23,pseudoword,kidefutwe,FALSE,lalt,820.2610000007553,300.77497699999367
p171220,58,pseudoword,abhiten,FALSE,lalt,1150.4193000000669,302.62320219998946
p171220,85,pseudoword,erschwillt,FALSE,lalt,2805.098299999372,304.8035862999968
p171220,79,pseudoword,einpellsten,FALSE,lalt,1129.28940000711,308.63224579999223
p171220,102,word,kaufte,FALSE,ralt,557.7685000025667,310.7798565999983
p171220,113,word,parfümiert,FALSE,ralt,588.3890999975847,312.3625153999892
p171220,7,word,Figuren,FALSE,ralt,525.4852999933064,313.97701360000065
p171220,99,pseudoword,hößt,FALSE,lalt,686.1559999961173,315.5250481999974
p171220,72,word,berauschten,FALSE,ralt,749.006099998951,317.23934489999374
p171220,95,pseudoword,peschüchen,FALSE,lalt,734.5702000020538,319.0047431999992
p171220,85,word,erschrickt,FALSE,ralt,529.7625999955926,320.76865839998936
p171220,38,word,Symptom,FALSE,ralt,561.3077000016347,322.31688149999536
p171220,39,word,Sägewerk,FALSE,ralt,781.9882000039797,323.89853140000196
p171220,36,pseudoword,Steibholne,FALSE,lalt,881.7094999976689,325.69711280000047
p171220,121,pseudoword,sopfeibt,FALSE,lalt,669.2395999998553,327.59492099999625
p171220,1,pseudoword,Unwante,FALSE,lalt,887.128100002883,329.29090639999777
p171220,48,pseudoword,dössermatten,FALSE,lalt,711.4962999912677,331.207742899991
p171220,11,pseudoword,Phabert,FALSE,lalt,788.6872999952175,332.9382290999929
p171220,78,word,durchquerten,FALSE,ralt,666.4717999956338,334.7525011999969
p171220,65,pseudoword,aufgleilt,FALSE,lalt,797.1016999945277,336.4349011000013
p171220,14,word,Kanäle,FALSE,ralt,552.9989000060596,338.248923799998
p171220,53,word,addierst,FALSE,ralt,621.2730999977794,339.83114679998835
p171220,19,pseudoword,Lobgliegung,FALSE,lalt,1556.6793000034522,341.47931059999974
p171220,47,word,Vorbereitungen,FALSE,ralt,708.4538000053726,344.05907339999976
p171220,122,word,spuckten,FALSE,ralt,593.1715000042459,345.7904528999934
p171220,129,word,vergeltet,FALSE,lalt,810.0765999988653,347.40532859999803
p171220,64,word,aufschrecken,FALSE,ralt,559.5236000081059,349.23657149999053
p171220,148,pseudoword,iberfenerb,FALSE,lalt,642.540500004543,350.8187343999889
p171220,51,pseudoword,Perrsoldat,FALSE,lalt,600.546999994549,352.48293629998807
p171220,103,word,konsolidieren,FALSE,ralt,708.8708999945084,354.11504419999255
p171220,49,pseudoword,gäschephirmer,FALSE,lalt,662.130899989279,355.84577489999356
p171220,75,word,deinem,FALSE,ralt,442.14590000046877,357.52704979998816
p171220,60,pseudoword,auz,FALSE,lalt,525.7623000070453,358.99220649999916
p171220,30,word,Röntgen,FALSE,ralt,593.204999997397,360.54045879999467
p171220,145,pseudoword,umdröstern,FALSE,lalt,483.0935999925714,362.1553469999926
p171220,25,word,Nachmittagen,FALSE,ralt,511.60019999952056,363.6538002000016
p171220,83,word,entschärft,FALSE,ralt,506.20380000327714,365.1859020999982
p171220,123,word,strammen,FALSE,ralt,609.4428999931552,366.716843599992
p171220,51,word,Zinnsoldat,FALSE,ralt,665.5629000015324,368.34808070000145
p171220,130,word,verkürzen,FALSE,ralt,649.5735000062268,370.02982260000135
p171220,111,word,niederzuhalten,FALSE,ralt,975.6717999989633,376.21983079999336
p171220,92,word,füttere,FALSE,ralt,594.3962999881478,378.22156199999154
p171220,93,word,garstiges,FALSE,lalt,728.773299997556,379.8361109999969
p171220,134,word,verzieren,FALSE,ralt,1056.2930000014603,381.58363239999744
p171220,94,word,gefallen,FALSE,ralt,1159.4620000105351,383.6653437999921
p171220,138,pseudoword,mempenschelllicheren,FALSE,lalt,587.7254999941215,385.8454660999996
p171220,90,word,fixiert,FALSE,ralt,532.6338000013493,387.4602024999913
p171220,31,pseudoword,zatz,FALSE,lalt,591.568499992718,389.0082873999927
p171220,73,pseudoword,besprofen,FALSE,lalt,992.2520999971312,390.62401139999565
p171220,69,pseudoword,benäugen,FALSE,lalt,745.1635999896098,392.6376942999923
p171220,101,word,jahrelanges,FALSE,ralt,577.2711000026902,394.4029823999881
p171220,142,pseudoword,zürgiger,FALSE,lalt,548.6100999987684,396.0012176999881
p171220,88,word,festzumachen,FALSE,ralt,644.405300001381,397.5661874999933
p171220,96,word,gleichwertig,FALSE,ralt,558.4605000040028,399.2304621999938
p171220,36,word,Staubwolke,FALSE,ralt,535.4230999946594,400.81253319999087
p171220,84,pseudoword,erdaukegen,FALSE,lalt,590.9305000095628,402.3776499999949
p171220,48,word,Wasserbetten,FALSE,ralt,613.9174999989336,403.9917213000008
p171220,88,pseudoword,Hahnzusachen,FALSE,lalt,841.8272000126308,405.62419029999
p171220,74,word,bewachten,FALSE,ralt,490.8369000040693,407.4877247999975
p171220,34,pseudoword,Horke,FALSE,lalt,641.4494000055129,409.00328289999743
p171220,108,pseudoword,fitzten,FALSE,ralt,467.11020001384895,410.6682413999952
p171220,22,pseudoword,Tieme,FALSE,lalt,826.4245000027586,412.16626649998943
p171220,52,word,absichtlichen,FALSE,lalt,1083.6935999977868,414.0144435999973
p171220,50,word,Würstchen,FALSE,ralt,645.4625000042142,416.1286834999919
p171220,61,word,aufeinanderprallen,FALSE,ralt,1147.5480000081006,417.79278029999114
p171220,8,pseudoword,Gisiblase,FALSE,lalt,598.3040999999503,419.9570875999925
p171220,67,pseudoword,aufdergt,FALSE,lalt,1376.752000011038,421.5726390999917
p171220,31,word,Satz,FALSE,lalt,441.4773000025889,423.969376699999
p171220,59,pseudoword,alnes,FALSE,lalt,746.765999996569,425.4341964999912
p171220,144,pseudoword,zeggt,FALSE,lalt,579.5586000022013,427.1994735999906
p171220,122,pseudoword,Spruntet,FALSE,lalt,576.8233999988297,428.7976323999901
p171220,127,word,ungesetzlich,FALSE,ralt,678.600400002324,430.3958593999996
p171220,27,pseudoword,dükken,FALSE,lalt,570.67279999319,432.0939168999903
p171220,41,word,Touristen,FALSE,ralt,568.0530999961775,433.6922460999922
p171220,138,word,wissenschaftlicheren,FALSE,ralt,1063.1231000006665,435.2897079999966
p171220,24,pseudoword,Märle,FALSE,lalt,695.7584999909159,437.37137280000024
p171220,102,pseudoword,Sauste,FALSE,ralt,934.95090000215,439.08632339999895
p171220,107,word,lediglich,FALSE,ralt,1022.5363000063226,441.05056279999553
p171220,35,pseudoword,fopfeträrger,FALSE,lalt,674.9578999879304,443.0977508999931
p171220,141,word,wunderschöne,FALSE,ralt,769.4435999874258,444.79589559999295
p171220,131,word,verschmutzen,FALSE,ralt,976.630799996201,446.5936126000015
p171220,57,word,ansehen,FALSE,ralt,511.22060000489,448.59205909998855
p171220,126,pseudoword,untrunkspahmbar,FALSE,lalt,601.8367000069702,450.1230433000019
p171220,28,pseudoword,Hasteln,FALSE,lalt,711.7820999992546,451.7546641999943
p171220,72,pseudoword,begeichsten,FALSE,lalt,1900.604900001781,453.4868132999982
p171220,41,pseudoword,Mexristen,FALSE,lalt,597.4834000080591,456.4166458999971
p171220,87,word,ferneren,FALSE,ralt,958.2107000023824,458.0314262999891
p171220,136,pseudoword,wondrinnig,FALSE,lalt,873.7394000054337,460.0120218999946
p171220,29,pseudoword,Rechtsfissenstrent,FALSE,lalt,1869.284199987305,461.9106954000017
p171220,124,word,sympathisierst,FALSE,ralt,1042.9334999935236,464.8072583999892
p171220,77,word,dunkle,FALSE,ralt,741.2679999979446,522.0775083999906
p171220,119,word,schüchternste,FALSE,ralt,737.0397000049707,523.8407747000019
p171220,94,pseudoword,werillen,FALSE,lalt,559.8941999924136,525.6059164999897
p171220,71,pseudoword,beseimgeren,FALSE,lalt,508.83980000799056,527.1869934999995
p171220,133,pseudoword,verteilsket,FALSE,lalt,517.5011999963317,528.7183360999916
p171220,139,word,wunderbaren,FALSE,ralt,572.3919000010937,530.2663229999889
p171220,140,pseudoword,Austerbafer,FALSE,lalt,699.5173000032082,531.8643488999951
p171220,14,pseudoword,Gamäse,FALSE,lalt,618.9568999980111,533.5791648000013
p171220,56,word,angezogen,FALSE,ralt,507.5582999998005,535.227227299998
p171220,76,word,doch,FALSE,ralt,477.35020000254735,536.75958230000106
p171220,2,pseudoword,quokker,FALSE,lalt,461.6466000006767,538.2578994999931
p171220,137,word,wegkomme,FALSE,ralt,618.5576999996556,539.7388894999895
p171220,135,word,vorschriftswidrig,FALSE,ralt,1177.833499998087,541.3871218999993
p171220,144,word,zeugt,FALSE,ralt,520.3588000003947,543.5851697999897
p171220,4,word,Exorzisten,FALSE,ralt,744.7073999937857,545.1343630999909
p171220,10,word,Gondel,FALSE,ralt,651.9004000001587,546.897578899996
p171220,125,word,telepathischen,FALSE,ralt,2703.458400006639,548.5796069999924
p171220,63,word,auflasen,FALSE,lalt,1073.4496000077345,552.3081977999973
p171220,123,pseudoword,Sprommen,FALSE,lalt,881.9921999966027,554.4056450999924
p171220,116,word,schlaksigen,FALSE,ralt,888.0981999973301,556.3041305999941
p171220,8,word,Filigrane,FALSE,lalt,583.1959000061033,558.2183248999936
p171220,104,pseudoword,greaade,FALSE,lalt,667.7366999938386,559.8162101999915
p171220,61,pseudoword,auseinanterchinnen,FALSE,lalt,1411.390699999174,561.5144123999926
p171220,116,pseudoword,schwagrigen,FALSE,lalt,1376.943900002516,563.9456453000021
p171220,143,word,zerrinnen,FALSE,ralt,1034.2736000020525,566.3428703999962
p171220,60,word,auf,FALSE,ralt,405.23590000520926,568.4071172999975
p171220,52,pseudoword,anhangslichen,FALSE,lalt,2045.8834000019124,569.8369573999953
p171220,97,pseudoword,höfflachen,FALSE,lalt,813.9501999976346,572.9023042999906
p171220,120,pseudoword,seifle,FALSE,lalt,1494.4994999968912,574.7335048999958
p171220,40,word,Tonabnehmer,FALSE,ralt,2085.123199998634,577.2468324999936
