participant_id,item_nr,condition,text,is_practice_trial,resp,rt_ms,time_so_far_secs
p331426,3,pseudoword,Torrerk,TRUE,lalt,774.0145999705419,49.789800100028515
p331426,4,word,sagt,TRUE,ralt,666.2659999565221,52.10625860001892
p331426,4,pseudoword,segt,TRUE,lalt,831.3911999575794,54.32170460000634
p331426,5,word,sicheren,TRUE,ralt,598.1332999654114,56.70502310001757
p331426,2,word,Mannes,TRUE,ralt,568.3540999889374,58.85528339998564
p331426,1,word,Haie,TRUE,ralt,1079.9343000398949,60.986449200019706
p331426,3,word,korrekt,TRUE,ralt,502.3924999986775,63.61914050002815
p331426,1,pseudoword,Bage,TRUE,lalt,786.7414000211284,65.68483350001043
p331426,2,pseudoword,sanzes,TRUE,lalt,650.1307999715209,68.03425440000137
p331426,5,pseudoword,tobreren,TRUE,lalt,861.5020000142977,70.25058049999643
p331426,61,pseudoword,auseinanterchinnen,FALSE,lalt,1518.9423999981957,76.84856469999067
p331426,12,pseudoword,Kugendfrophs,FALSE,lalt,1111.6599999950267,79.38107080000918
p331426,123,pseudoword,Sprommen,FALSE,lalt,746.730699960608,81.51421120000305
p331426,30,word,Röntgen,FALSE,ralt,694.890699989628,83.26274450001074
p331426,107,pseudoword,ledighens,FALSE,lalt,897.9091999935918,84.97939200000837
p331426,23,pseudoword,kidefutwe,FALSE,lalt,753.8088000146672,86.89489769999636
p331426,18,word,Kreuzzug,FALSE,ralt,600.0366000225767,88.67821360001108
p331426,43,pseudoword,Abgegöbe,FALSE,lalt,2288.3723999839276,90.29418500000612
p331426,147,word,zurückgeschreckt,FALSE,ralt,979.5155000174418,93.60965180001222
p331426,117,pseudoword,schrordelte,FALSE,lalt,659.2909999890253,95.60879309999292
p331426,101,pseudoword,Jespelanges,FALSE,lalt,1388.779999979306,97.29184239997994
p331426,24,pseudoword,Märle,FALSE,lalt,1109.2028999701142,99.70772120001492
p331426,125,pseudoword,Sevewoknischen,FALSE,lalt,906.0204999987036,101.8406621000031
p331426,28,word,Rasters,FALSE,ralt,598.4398000291549,103.77353730000324
p331426,131,word,verschmutzen,FALSE,ralt,552.8647999744862,105.38965470000404
p331426,22,word,Miene,FALSE,ralt,568.5693999985233,106.97224109998206
p331426,57,word,ansehen,FALSE,ralt,601.1590999551117,108.57171809999272
p331426,133,word,verzeichnet,FALSE,ralt,558.5429000202566,110.20454780000728
p331426,105,pseudoword,seteinagelesenischem,FALSE,lalt,4509.640800009947,111.78802849998463
p331426,68,word,baufälliges,FALSE,ralt,990.6888999976218,117.318877600017
p331426,55,pseudoword,angeträrken,FALSE,lalt,1841.827300027944,119.3179572999943
p331426,95,pseudoword,peschüchen,FALSE,lalt,3090.867000049911,122.1842284000013
p331426,46,pseudoword,Vestbesice,FALSE,lalt,1130.1931999623775,126.2995466000284
p331426,83,word,entschärft,FALSE,ralt,531.6938000032678,128.43230440001935
p331426,109,word,naturalistischen,FALSE,ralt,727.5085999863222,129.98237769998377
p331426,53,word,addierst,FALSE,ralt,641.9197999639437,131.71466850000434
p331426,17,word,Kontoauszug,FALSE,ralt,550.2541000023484,133.38021129998378
p331426,40,word,Tonabnehmer,FALSE,ralt,555.1024000160396,134.9639249999891
p331426,106,word,lebenslänglich,FALSE,ralt,560.6217999593355,136.54753290000372
p331426,85,pseudoword,erschwillt,FALSE,lalt,3022.8341999463737,138.12919280002825
p331426,150,pseudoword,otertesten,FALSE,ralt,968.5862999758684,142.17801939998753
p331426,61,word,aufeinanderprallen,FALSE,ralt,657.3999000247568,144.17731080000522
p331426,42,word,Treter,FALSE,ralt,623.3776999870315,145.86017260001972
p331426,98,pseudoword,horfege,FALSE,lalt,1331.9577999645844,147.50946660002228
p331426,100,pseudoword,indergnetauts,FALSE,lalt,738.8287999783643,149.859025200014
p331426,129,pseudoword,verligtet,FALSE,lalt,1457.860599970445,151.62468190002255
p331426,1,pseudoword,Unwante,FALSE,lalt,1399.753299949225,154.10735830001067
p331426,27,word,Pocken,FALSE,ralt,613.6922999867238,156.52312510000775
p331426,146,word,zurechtgebogen,FALSE,ralt,1115.9316999837756,158.15617839997867
p331426,31,pseudoword,zatz,FALSE,lalt,662.0910000056028,160.28842479997547
p331426,105,word,lateinamerikanischer,FALSE,ralt,590.1378999697044,161.971592899994
p331426,114,word,rasselt,FALSE,ralt,1069.2628999822773,163.58908479998354
p331426,9,pseudoword,neschonke,FALSE,lalt,717.6404999918304,165.68697029998293
p331426,33,pseudoword,Knolto,FALSE,lalt,1372.2978999721818,167.4366176999756
p331426,62,pseudoword,aushürliges,FALSE,lalt,925.0034000142476,169.83599009999307
p331426,50,word,Würstchen,FALSE,ralt,598.360700008925,171.78481769998325
p331426,130,pseudoword,vertolzen,FALSE,lalt,1687.471600016579,173.40106519998517
p331426,124,pseudoword,nippakrisierst,FALSE,lalt,685.5067000142299,176.11795659997733
p331426,106,pseudoword,lebensrorgtich,FALSE,lalt,2215.9962999867275,177.8333905999898
p331426,142,word,zackiger,FALSE,ralt,744.7398999938741,181.06564929999877
p331426,77,word,dunkle,FALSE,ralt,513.5372999939136,182.8319778000005
p331426,121,word,sogleich,FALSE,ralt,1446.3167999638245,191.07920320000267
p331426,3,pseudoword,Exzingsener,FALSE,lalt,1137.951900018379,193.5459836000227
p331426,65,word,aufspielt,FALSE,ralt,571.3211999973282,195.71239220001735
p331426,116,pseudoword,schwagrigen,FALSE,lalt,907.083900005091,197.3103931000223
p331426,125,word,telepathischen,FALSE,ralt,580.9442999889143,199.24332649999997
p331426,123,word,strammen,FALSE,ralt,723.2460000086576,200.84316719998608
p331426,103,word,konsolidieren,FALSE,ralt,786.6955000208691,202.59245270001705
p331426,89,word,fickst,FALSE,ralt,622.5759999942966,204.4081821999862
p331426,37,pseudoword,spraxenwäschen,FALSE,lalt,2209.8286999971606,206.0575527999899
p331426,80,word,eintreffe,FALSE,ralt,855.4961999761872,209.29043729999103
p331426,32,word,Schwiegertochter,FALSE,ralt,639.7448999923654,211.17323349998333
p331426,84,pseudoword,erdaukegen,FALSE,lalt,792.3591999569908,212.83937920001335
p331426,74,word,bewachten,FALSE,ralt,788.3296000072733,214.6382126000244
p331426,38,pseudoword,Sönttom,FALSE,lalt,1144.2462999839336,216.45533620001515
p331426,64,pseudoword,ausschwikken,FALSE,lalt,1290.3552000061609,218.62049050000496
p331426,20,word,Maulwurf,FALSE,ralt,473.8905999693088,220.9370723000029
p331426,60,word,auf,FALSE,ralt,541.9638000312261,222.4367842000211
p331426,63,word,auflasen,FALSE,ralt,563.7470000074245,224.0030610000249
p331426,95,word,gesprochen,FALSE,ralt,542.3069999669679,225.5682388999849
p331426,79,word,einfachsten,FALSE,ralt,495.21999998250976,227.1343902000226
p331426,90,pseudoword,riviert,FALSE,ralt,554.559700016398,228.6509653999819
p331426,90,word,fixiert,FALSE,ralt,449.0509000024758,230.23329900001409
p331426,34,word,Sorge,FALSE,ralt,525.9886999847367,231.700101000024
p331426,20,pseudoword,Maumburg,FALSE,lalt,1016.7005999828689,233.24937759997556
p331426,55,word,angegriffen,FALSE,ralt,576.4878999907523,235.2821261999779
